Mokėtojo Nr.,Apskaitos taško Nr.,Objekto Nr.,Pastaba,Gatvės pavadinimas,Namo Nr.,Namo raidė
IM086007,9060,OBJ00018360,Karštas-vanduo-nuosekliai,Raudondvario pl.,178,
IM086007,9061,OBJ00018355,Karštas-vanduo-nuosekliai,Raudondvario pl.,180,
IM086007,9062,OBJ00018356,Karštas-vanduo-nuosekliai,Raudondvario pl.,182,
IM086007,9064,OBJ00019527,karštas-vanduo-nuosekliai,Raudondvario pl.,186,
IM086007,9065,OBJ00018348,Karštas-vanduo-nuosekliai,Raudondvario pl.,188,
IM086007,9403,OBJ00018364,Karštas-vanduo-nuosekliai,Raudondvario pl.,194,
IM086007,9067,OBJ00019650,karštas-vanduo-nuosekliai,Raudondvario pl.,206,
IM086007,9068,OBJ00018363,Karštas-vanduo-nuosekliai,Raudondvario pl.,208,
IM086007,9404,OBJ00018350,Karštas-vanduo-nuosekliai,Raudondvario pl.,226,
IM086008,9465,OBJ00018658,Karštas-vanduo-nuosekliai,Plento g.,5,
IM086008,9466,OBJ00018660,Karštas-vanduo-nuosekliai,Plento g.,7,
IM086008,9470,OBJ00018651,karštas-vanduo-nuosekliai,Plento g.,10,C
IM086008,9473,OBJ00018653,karštas-vanduo-nuosekliai,Plento g.,18,
IM086008,9474,OBJ00018665,karštas-vanduo-lygiagrečiai,Plento g.,20,
IM086008,9484,OBJ00019243,Karštas-vanduo-lygiagrečiai,A. Smetonos al.,47,B
IM086008,9290,OBJ00018655,karštas-vanduo-lygiagrečiai,A. Smetonos al.,57,
IM086008,9294,OBJ00018654,karštas-vanduo-nuosekliai,A. Smetonos al.,61,
IM086008,9296,OBJ00019253,karštas-vanduo-nuosekliai,A. Smetonos al.,65,
IM086008,9001,OBJ00029895,karštas-vanduo-nuosekliai,A. Smetonos al.,85,
IM086010,9064,OBJ00022817,Karštas-vanduo-lygiagrečiai,Šiaurės pr.,3,
IM086010,9121,OBJ00022721,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,5,
IM086010,9122,OBJ00022722,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,6,
IM086010,9123,OBJ00022723,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,7,
IM086010,9066,OBJ00025994,karštas-vanduo-lygiagrečiai,Šiaurės pr.,7,
IM086010,9124,OBJ00022724,karštas-vanduo-lygiagerčiai,Geležinio Vilko g.,11,
IM086010,9068,OBJ00022612,karštas-vanduo-nuosekliai,Šiaurės pr.,13,
IM086010,9125,OBJ00022725,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,13,
IM086010,9070,OBJ00023126,karštas-vanduo-nuosekliai,Šiaurės pr.,15,
IM086010,9126,OBJ00023120,karštas-vanduo-nuosekliai,Geležinio Vilko g.,16,
IM086010,9071,OBJ00022609,karštas-vanduo-nuosekliai,Šiaurės pr.,17,
IM086010,9128,OBJ00022727,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,17,
IM086010,9129,OBJ00023133,Karštas-vanduo-nuosekliai,Geležinio Vilko g.,20,
IM086010,9025,OBJ00022808,Karštas-vanduo-nuosekliai,Pakraščio g.,22,
IM086010,9130,OBJ00023132,Karštas-vanduo-nuosekliai,Geležinio Vilko g.,22,
IM086010,9074,OBJ00022611,karštas-vanduo-nuosekliai,Šiaurės pr.,25,
IM086010,9131,OBJ00023131,Karštas-vanduo-nuosekliai,Geležinio Vilko g.,26,
IM086010,9112,OBJ00023128,karštas-vanduo-nuosekliai,Šiaurės pr.,31,
IM086010,9079,OBJ00023121,karštas-vanduo-nuosekliai,Šiaurės pr.,33,
IM086010,9035,OBJ00022713,karštas-vanduo-nuosekliai,Savanorių pr.,393,
IM086010,9038,OBJ00022715,karštas-vanduo-lygiagrečiai,Savanorių pr.,399,
IM086010,9037,OBJ00022714,karštas-vanduo-lygiagrečiai,Savanorių pr.,401,
IM086010,9041,OBJ00022718,karštas-vanduo-lygiagrečiai,Savanorių pr.,413,
IM086386,9046,OBJ00022726,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,14,
IM086386,9034,OBJ00023204,karštas-vanduo-lygiagrečiai,Pramonės pr.,42,
IM086386,9045,OBJ00018614,Karštas-vanduo-nuosekliai,Savanorių pr.,360,
IM086386,9945,OBJ00018707,karštas-vanduo-nuosekliai,Savanorių pr.,362,
IM086386,9039,OBJ00022716,karštas-vanduo-nuosekliai,Savanorių pr.,407,
IM086386,9040,OBJ00022717,karštas-vanduo-lygiagrečiai,Savanorių pr.,411,
IM091472,9162,OBJ00022915,karštas-vanduo-nuosekliai,A. Mapu g.,8,
IM091472,9338,OBJ00022988,Karštas-vanduo-nuosekliai,Rotušės a.,10,
IM093163,9003,OBJ00029822,Karštas-vanduo-nuosekliai,S. Lozoraičio g.,3,
IM093163,1,OBJ00029681,Karštas-vanduo-nuosekliai,S. Lozoraičio g.,4,
IM093163,1,OBJ00029684,Karštas-vanduo-nuosekliai,S. Lozoraičio g.,4,
IM093163,1,OBJ00029573,Karštas-vanduo-nuosekliai,Žalioji g.,5,
IM093163,1,OBJ00029575,Karštas-vanduo-nuosekliai,Žalioji g.,5,
IM093163,1,OBJ00029576,Karštas-vanduo-nuosekliai,Žalioji g.,5,
IM093163,6005,OBJ00029813,Karštas-vanduo-nuosekliai,Vasario 16-osios g.,5,
IM093163,9006,OBJ00029685,Karštas-vanduo-nuosekliai,S. Lozoraičio g.,6,
IM093163,9006,OBJ00029748,Karštas-vanduo-nuosekliai,Vasario 16-osios g.,6,
IM093163,9006,OBJ00029876,Karštas-vanduo,Liepų g.,6,
IM093163,1,OBJ00029580,Karštas-vanduo-nuosekliai,Žalioji g.,7,
IM093163,1,OBJ00029582,Karštas-vanduo-nuosekliai,Žalioji g.,7,
IM093163,9007,OBJ00029814,Karštas-vanduo-nuosekliai,Vasario 16-osios g.,7,
IM093163,1,OBJ00029670,Karštas-vanduo-nuosekliai,S. Lozoraičio g.,8,A
IM093163,1,OBJ00029671,Karštas-vanduo-nuosekliai,S. Lozoraičio g.,8,A
IM093163,9008,OBJ00029686,Karštas-vanduo-nuosekliai,S. Lozoraičio g.,8,
IM093163,9008,OBJ00029687,Karštas-vanduo-nuosekliai,S. Lozoraičio g.,8,
IM093163,1,OBJ00029578,Karštas-vanduo-nuosekliai,Žalioji g.,9,
IM093163,9010,OBJ00029688,Karštas-vanduo-nuosekliai,S. Lozoraičio g.,10,
IM093163,1,OBJ00029571,Karštas-vanduo-nuosekliai,Žalioji g.,11,
IM093163,1,OBJ00029572,Karštas-vanduo-nuosekliai,Žalioji g.,11,
IM093163,1,OBJ00029574,Karštas-vanduo-nuosekliai,Žalioji g.,11,
IM093163,9011,OBJ00029706,Karštas-vanduo-nuosekliai,Vasario 16-osios g.,11,
IM093163,9011,OBJ00029939,Karštas-vanduo-nuosekliai,S. Lozoraičio g.,11,
IM093163,9013,OBJ00029683,Karštas-vanduo-nuosekliai,Vasario 16-osios g.,13,
IM093163,9013,OBJ00029834,Karštas-vanduo-nuosekliai,Liepų g.,13,
IM093163,9015,OBJ00029705,Karštas-vanduo-nuosekliai,Vasario 16-osios g.,15,
IM093163,9019,OBJ00029749,Karštas-vanduo-nuosekliai,Vasario 16-osios g.,19,
IM093163,9019,OBJ00029817,Karštas-vanduo-nuosekliai,Liepų g.,19,
IM093163,1,OBJ00029577,Karštas-vanduo,Liepų g.,20,
IM093163,9021,OBJ00029815,Karštas-vanduo-nuosekliai,Vasario 16-osios g.,21,
IM093163,9021,OBJ00029818,Karštas-vanduo-nuosekliai,Liepų g.,21,
IM093163,9023,OBJ00029811,Karštas-vanduo-nuosekliai,Pažangos g.,23,
IM093163,1,OBJ00029581,Karštas-vanduo-nuosekliai,Gedimino g.,25,
IM093163,9025,OBJ00029816,Karštas-vanduo-nuosekliai,Vasario 16-osios g.,25,
IM093163,9025,OBJ00029819,Karštas-vanduo-nuosekliai,Liepų g.,25,
IM093163,1,OBJ00029657,Karštas-vanduo-nuosekliai,Gedimino g.,27,
IM093163,1,OBJ00029583,Karštas-vanduo-nuosekliai,Gedimino g.,28,
IM093163,9030,OBJ00030225,Karštas-vanduo-nuosekliai,Gedimino g.,30,
IM093163,9033,OBJ00029820,Karštas-vanduo-nuosekliai,Liepų g.,33,
IM093163,9035,OBJ00029836,Karštas-vanduo-nuosekliai,Liepų g.,35,
IM093163,9037,OBJ00029835,Karštas-vanduo-nuosekliai,Liepų g.,37,
IM093163,1,OBJ00028833,karštas-vanduo-lygiagrečiai,R. Mizaros g.,38,
IM093163,9039,OBJ00029821,Karštas-vanduo-nuosekliai,Liepų g.,39,
IM093163,9137,OBJ00029812,Karštas-vanduo-nuosekliai,Vytauto g.,137,
IM093163,9142,OBJ00029837,Karštas-vanduo-nuosekliai,Vytauto g.,142,
IM096003,9357,OBJ00020078,karštas-vanduo-nuosekliai,Tvirtovės al.,1,
IM096003,9358,OBJ00020094,karštas-vanduo-nuosekliai,Tvirtovės al.,17,
IM096003,9254,OBJ00023911,karštas-vanduo-nuosekliai,Tvirtovės al.,86,
IM096009,9145,OBJ00018749,Karštas-vanduo-nuosekliai,T. Masiulio g.,1,
IM096009,9149,OBJ00018760,karštas-vanduo-nuosekliai,T. Masiulio g.,5,
IM096009,9236,OBJ00019186,Karštas-vanduo-nuosekliai,M. Gimbutienės g.,6,
IM096009,9152,OBJ00018755,karštas-vanduo-nuosekliai,T. Masiulio g.,8,
IM096009,9154,OBJ00018756,karštas-vandnuo  demontuoti 2017-12-18,T. Masiulio g.,12,
IM096009,9156,OBJ00018757,karštas-vanduo-nuosekliai,T. Masiulio g.,14,
IM096009,9157,OBJ00018758,karštas-vanduo-nuosekliai,T. Masiulio g.,15,
IM096010,9116,OBJ00022935,karštas-vanduo-nuosekliai,Laisvės al.,118,
IM096386,9001,OBJ00030001,Karštas-vanduo-nuosekliai,Laimos g.,7,
IM096386,9070,OBJ00029491,karštas-vanduo-nuosekliai,Ukmergės g.,17,
IM096386,9072,OBJ00022750,karštas-vanduo-nuosekliai,Ukmergės g.,25,
IM096386,9071,OBJ00022751,karštas-vanduo-nuosekliai,Ukmergės g.,27,
IM096386,9054,OBJ00023001,karštas-vanduo-nuosekliai,Kęstučio g.,83,
IM096386,9100,OBJ00023525,karštas-vanduo-nuosekliai,Šiaurės pr.,103,
IM096386,9059,OBJ00023532,Karštas-vanduo-nuosekliai,Sukilėlių pr.,108,
IM096455,9038,OBJ00020259,karštas-vanduo-nuosekliai-pl.069168,M. Gimbutienės g.,10,
IM096455,9008,OBJ00020150,karštas-vanduo-nuosekliai-pl.063903,M. Gimbutienės g.,12,A
IM096455,9037,OBJ00023530,Karštas-vanduo-nuosekliai,Jonavos g.,182,
IM200047,9001,OBJ00023458,Karštas-vanduo-nuosekliai-atsiskaito šalto įvadu,Jonavos g.,178,
IM200230,2,4909S43505,karštas vanduo atjungtas nuo 2013 metų,Maironio g.,26,A
IM200267,1,OBJ00033460,Karštas-vanduo turi pastatyti skaitiklį,Savanorių pr.,276,
IM200516,2,516S7205,Darželis karštas-vanduo,Prancūzų g.,68,A
IM200517,2,517S11933,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,9,
IM200616,1,OBJ00034263,Karštas-vanduo-nuosekliai,Biržiškų g.,1,M
IM200802,2,OBJ00024327,karštas-vanduo-lygiagrečiai,Miško g.,1,
IM200852,2001,852S9183,Karštas,Kovo 11-osios g.,94,
IM201101,2,OBJ00008301,atjungtas karštas vanduo,A. Mickevičiaus g.,8,
IM201316,2,OBJ00005661,karštas vanduo energijai,Vaižganto g.,7,
IM201515,3,1515S227A07,karštas vanduo atjungtas visam namui 12-01-04 akta,A. Mickevičiaus g.,8,
IM201758,18.Vas,977371486,bendri skaitikliai-atjungtas karštas vanduo,A. Mickevičiaus g.,8,
IM201758,18.Bal,977371486,bendri skaitikliai-atjungtas karštas vanduo,A. Mickevičiaus g.,8,
IM201758,05.Vas,977470130,bendri skaitikliai-atjungtas karštas vanduo,A. Mickevičiaus g.,8,
IM201758,05.Bal,977470130,bendri skaitikliai-atjungtas karštas vanduo,A. Mickevičiaus g.,8,
IM201919,2,1919S167501,Karštas vanduo Kauno energijai,V. Krėvės pr.,51,
IM201942,2,1993S828801,Karštas vanduo pagal įvadą,V. Krėvės pr.,64,
IM201944,2,1944S695901,Karštas vanduo Kauno energijai,Kovo 11-osios g.,29,
IM201950,2,1950S828802,Karštas vanduo pagal įvadą,V. Krėvės pr.,64,
IM201953,2,1953S1141501,Karštas vanduo Kauno energijai,K. Donelaičio g.,75,B
IM201957,4,979391014,Karštas vanduo Kauno energijai,V. Krėvės pr.,81,
IM201965,3,1965S14468A,Karštas vanduo Kauno energijai,R. Kalantos g.,98,
IM201965,4,1965S14468A,Karštas vanduo Kauno energijai,R. Kalantos g.,98,
IM201973,2,1973S895303,Karštas vanduo Kauno energijai,V. Krėvės pr.,81,
IM201995,2,1995S895304,Karštas vanduo Kauno energijai,V. Krėvės pr.,81,
IM202492,2085,6386SN85,karštas-vanduo-nuosekliai-perkeltas,Neries krantinė g.,24,
IM202669,3,2669S47701,karštas vanduo už skaitiklio atjungtas,Trakų g.,1,
IM202699,2,2699S35803,karštas nenaudojamas,Rotušės a.,10,
IM202925,2,OBJ00003661,karštas vanduo energijai,Jotvingių g.,13,
IM203512,2,3512S24301,Karštas vand. atjungtas KE T-14-01-31,Gedimino g.,45,
IM203616,2,2660S30801,karštas vanduo atjungtas nuo 2013 metų,Vasario 16-osios g.,9,
IM204357,1,OBJ00030005,karštas-vanduo-nuosekliai,J. Tonkūno g.,5,
IM204357,2,OBJ00030007,karštas-vanduo-nuosekliai,J. Tonkūno g.,5,A
IM204357,1,OBJ00030008,karštas-vanduo-nuosekliai,J. Tonkūno g.,5,A
IM204482,2,OBJ00029607,Karštas vanduo,V. Krėvės pr.,98,
IM204525,1,OBJ00029645,Karštas-vanduo-lygiagrečiai,V. Krėvės pr.,114,
IM204525,1,OBJ00029641,Karštas-vanduo-nuosekliai,Jonavos g.,160,
IM204620,2,4620S1101701,karštas vanduo energijai,Pramonės pr.,30,
IM204866,1,OBJ00034618,karštas-vanduo-nuosekliai atsiskaito,Puodžių g.,22,
IM204866,1,OBJ00034619,karštas vanduo nuosekliai,Vytauto pr.,71,A
IM204869,2,4869S898904,14-0319 Energijos. aktas karštas nenaudojamas,M. Daukšos g.,27,
IM204881,1,OBJ00017678,karštas-lygiagrečiai,K. Donelaičio g.,81,A
IM204886,2,4886S81802,atjungtas karštas vanduo,M. Valančiaus g.,23,
IM204927,1,OBJ00035811,karštas- vanduo- nuosekliai,Šv. Gertrūdos g.,51,A
IM204960,2,4960S493904,Karštas vanduo Kauno energijai,Tvirtovės al.,88,
IM204981,3,4981S24306,Karštas vand. atjungtas TA 11-04-06,Gedimino g.,45,
IM205001,9001,OBJ00019231,karštas-vanduo-nuosekliai,J. Basanavičiaus al.,61,
IM205002,9001,OBJ00021072,Karštas-vanduo-nuosekliai,Chemijos g.,3,
IM205003,9001,OBJ00021148,karštas-vanduo-nuosekliai,Partizanų g.,40,
IM205004,2001,5004SN1,karštas-vanduo,Kovo 11-osios g.,47,
IM205005,7001,5005SN901,karštas-vanduo-lygiagrečiai,V. Krėvės pr.,2,
IM205006,9001,OBJ00021105,Karštas-vanduo-nuosekliai,V. Krėvės pr.,35,
IM205007,9001,OBJ00019682,karštas-vanduo-lygiagrečiai,Pramonės pr.,83,
IM205008,2001,5008SN1,karštas-vanduo perkeltas,Birželio 23-osios g.,7,
IM205009,9001,OBJ00019536,karštas-vanduo-nuosekliai,Panerių g.,80,
IM205014,1,OBJ00009827,karštas-vanduo-lygiagrečiai,Pašilės g.,52,
IM205015,9001,OBJ00026330,karštas - vanduo- nuosekliai,Savanorių pr.,151,
IM205016,2001,5016SN1,karštas-vanduo,V. Krėvės pr.,6,
IM205016,9001,OBJ00023605,karštas-vanduo-nuosekliai,V. Krėvės pr.,6,
IM205018,9001,OBJ00018186,karštas-vanduo-lygiagrečiai,V. Krėvės pr.,23,
IM205020,7001,5020SN901,karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,40,
IM205024,9001,OBJ00021937,karštas-vanduo-nuosekliai,Savanorių pr.,122,
IM205026,9001,OBJ00020034,karštas-vanduo-nuosekliai,Pienių g.,2,
IM205026,9001,OBJ00020032,karštas-vanduo-nuosekliai,Pienių g.,4,
IM205027,2001,5027SN1,karštas-vanduo-perkeltas,Pašilės g.,54,
IM205027,9001,OBJ00020278,karštas-vanduo-lygiagrečiai,Pašilės g.,54,
IM205033,9001,OBJ00020289,Karštas vanduo lygiagrečiai,Pašilės g.,26,
IM205039,9001,OBJ00027277,Karštas-vanduo-nuosekliai-nepasirašė K.E.,Tvirtovės al.,24,
IM205040,2001,5040SN1,karštas-vanduo,Taikos pr.,80,
IM205046,9001,OBJ00018181,karštas-vanduo-nuosekliai,V. Krėvės pr.,19,
IM205048,7001,5048SN901,karštas-vanduo-nuosekliai,Savanorių pr.,252,
IM205050,2001,5050SN1,karštas-vanduo-perkeltas,Partizanų g.,18,
IM205051,9001,OBJ00018112,karštas-vanduo-nuosekliai,Kranto al.,60,62 ; 64
IM205056,9001,OBJ00029057,karštas-vanduo-nuosekliai,Č. Sasnausko g.,17,
IM205062,9001,OBJ00021521,karštas-vanduo-nuosekliai,V. Kudirkos g.,32,
IM205065,9001,OBJ00021587,karštas-vanduo-nuosekliai,Taikos pr.,74,
IM205068,9001,OBJ00021235,karštas-vanduo-nuosekliai,K. Petrausko g.,13,A
IM205070,7001,5070SN901,karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,41,
IM205071,9001,OBJ00021805,karštas-vanduo-nuosekliai,Tvirtovės al.,24,
IM205073,2001,5073SN1,karštas-vanduo perkeltas į kitą objektą,Kulvos g.,34,
IM205073,9001,OBJ00021460,karštas-vanduo-lygiagrečiai,Kulvos g.,34,
IM205076,9076,OBJ00018769,karštas-vanduo-nuosekliai,Vytenio g.,16,
IM205077,2001,5077SN1,karštas-vanduo perkeltas į OBJ00025753,Kovo 11-osios g.,43,
IM205078,9001,OBJ00022462,karštas-vanduo-lygiagrečiai,Taikos pr.,78,
IM205079,2001,5079SN1,karštas-vanduo,Kovo 11-osios g.,29,
IM205081,2001,5081SN1,karštas-vanduo perkeltas,Birželio 23-osios g.,13,
IM205089,9001,OBJ00019992,karštas-vanduo-nuosekliai,Vydūno al.,1,
IM205090,2001,5090SN1,karštas-vanduo perkeltas,Birželio 23-osios g.,17,
IM205091,9001,OBJ00021100,karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,106,
IM205092,9001,OBJ00025156,karštas-vanduo-lygiagrečiai,Partizanų g.,9,
IM205094,9001,OBJ00021097,Karštas-vanduo-nuosekliai,J. Basanavičiaus al.,26,
IM205099,9001,OBJ00022082,karštas-vanduo-nuosekliai,A. Kačanausko g.,14,
IM205100,2001,5100SN1,karštas-vanduo,Kovo 11-osios g.,37,
IM205100,9001,OBJ00018724,Karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,37,
IM205102,9001,OBJ00023763,Karštas-vanduo-lygiagrečiai,Taikos pr.,45,
IM205105,2001,5105SN1,karštas-vanduo perkeltas į OBJ00025652,Birželio 23-osios g.,15,
IM205107,9001,OBJ00021115,karštas-vanduo-nuosekliai,Birželio 23-osios g.,16,
IM205111,1,OBJ00010079,karštas-vanduo-nuosekliai,Studentų g.,22,
IM205114,9001,OBJ00021319,karštas-vanduo-nuosekliai,Pramonės pr.,75,
IM205116,9001,OBJ00018637,Karštas-vanduo-lygiagrečiai,V. Krėvės pr.,18,
IM205117,9001,OBJ00021135,karštas-vanduo-nuosekliai,Kovo 11-osios g.,86,
IM205119,9001,OBJ00021131,Karštas-vanduo-nuosekliai,Geležinio Vilko g.,12,
IM205138,9001,OBJ00023286,karštas-vanduo-nuosekliai,Partizanų g.,142,
IM205140,9001,OBJ00025129,karštas-vanduo-lygiagrečiai,Partizanų g.,88,
IM205142,9001,OBJ00021529,karštas-vanduo-nuosekliai,Partizanų g.,146,
IM205143,9001,OBJ00019596,karštas-vanduo-nuosekliai,Partizanų g.,148,
IM205144,9001,OBJ00025699,karštas-vanduo-nuosekliai,Partizanų g.,162,
IM205146,9001,OBJ00023284,karštas-vanduo-nuosekliai,Partizanų g.,132,
IM205154,9001,OBJ00021318,karštas-vanduo-nuosekliai,Partizanų g.,186,
IM205157,9001,OBJ00019881,Karštas-vanduo-nuosekliai,Partizanų g.,220,
IM205161,9001,OBJ00021088,karštas-vanduo-nuosekliai,Partizanų g.,204,
IM205162,9001,OBJ00021241,karštas-vanduo-nuosekliai,Partizanų g.,210,
IM205165,9001,OBJ00021151,Karštas-vanduo-nuosekliai,Partizanų g.,38,
IM205167,9001,OBJ00018407,karštas-vanduo-lygiagrečiai,V. Krėvės pr.,15,
IM205168,9001,OBJ00021099,Karštas-vanduo-nuosekliai,Taikos pr.,61,
IM205169,9001,OBJ00025722,Karštas-vanduo-nuosekliai,Partizanų g.,38,E
IM205171,9001,OBJ00021589,karštas-vanduo-nuosekliai,Taikos pr.,53,
IM205180,2001,5180SN1,karštas-vanduo perkeltas į kitą objektą,P. Lukšio g.,19,
IM205184,9001,OBJ00019575,karštas-vanduo-nuosekliai,Taikos pr.,58,
IM205188,9001,OBJ00021086,karštas-vanduo-nuosekliai,V. Krėvės pr.,105,
IM205190,9001,OBJ00025392,karštas-vanduo-nuosekliai,Baltų pr.,2,
IM205194,9001,OBJ00021391,karštas-vanduo-nuosekliai,V. Krėvės pr.,115,A
IM205199,9001,OBJ00019692,Karštas-vanduo-lygiagrečiai,V. Landsbergio-Žemkalnio g.,4,
IM205199,9001,OBJ00019205,karštas-vanduo-lygiagrečiai,V. Landsbergio-Žemkalnio g.,8,
IM205199,9004,OBJ00019207,karštas-vanduo-lygiagrečiai,P. Lukšio g.,42,
IM205199,9005,OBJ00019209,karštas-vanduo-lygiagrečiai,P. Lukšio g.,44,
IM205205,9001,OBJ00022080,karštas-vanduo-nuosekliai,V. Putvinskio g.,26,
IM205206,9001,OBJ00021934,karštas-vanduo-nuosekliai,Žiemių g.,4,
IM205207,9001,OBJ00021132,Karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,2,
IM205207,9008,OBJ00021955,karštas-vanduo-lygiagrečiai,Šiaurės pr.,5,
IM205207,9001,OBJ00021137,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,10,
IM205207,9001,OBJ00026113,karštas-vanduo-lygiagrečiai,Savanorių pr.,403,
IM205207,9001,OBJ00026114,karštas-vanduo-lygiagrečiai,Savanorių pr.,405,
IM205209,9001,OBJ00025750,karštas-vanduo-lygiagrečiai,Gražinos g.,4,
IM205209,9002,OBJ00025751,karštas-vanduo-lygiagrečiai,Gražinos g.,4,
IM205213,9001,OBJ00021528,karštas-vanduo-nuosekliai,Saulės g.,39,
IM205217,9001,OBJ00021930,karštas-vanduo-nuosekliai,P. Lukšio g.,8,
IM205223,9004,OBJ00023756,karštas-vanduo-lygiagrečiai,Taikos pr.,82,A
IM205223,9003,OBJ00023757,karštas-vanduo-lygiagrečiai,Taikos pr.,82,A
IM205223,9005,OBJ00023759,karštas-vanduo-lygiagrečiai,Taikos pr.,82,A
IM205223,9002,OBJ00023764,Karštas-vanduo-lygiagrečiai,Taikos pr.,82,A
IM205223,9010,OBJ00025486,karštas-vanduo-lygiagrečiai,Taikos pr.,86,37-56 BT
IM205223,9009,OBJ00025487,karštas-vanduo-lygiagrečiai,Taikos pr.,86,77-112 BT
IM205223,9012,OBJ00025488,karštas-vanduo-lygiagrečiai,Taikos pr.,86,57-76 BT
IM205223,9066,OBJ00030608,Karštas-vanduo-nuosekliai,Taikos pr.,86,B
IM205232,9001,OBJ00020761,karštas-vanduo-nuosekliai,Taikos pr.,55,
IM205233,9001,OBJ00019039,karštas-vanduo-nuosekliai,Studentų g.,9,
IM205234,9001,OBJ00021134,karštas-vanduo-nuosekliai,Kovo 11-osios g.,112,
IM205235,9001,OBJ00021096,Karštas-vanduo-nuosekliai,Taikos pr.,69,
IM205236,9001,OBJ00018371,Karštas-vanduo-nuosekliai,Savanorių pr.,256,
IM205237,9001,OBJ00018708,karštas-vanduo-nuosekliai,Tvirtovės al.,2,
IM205240,7001,5240SN918,karštas-vanduo perkeltas į kitą objektą,Kuršių g.,4,
IM205240,9018,OBJ00024995,karštas-vanduo-nuosekliai,Kuršių g.,4,
IM205240,7001,5240SN905,karštas-vanduo perkeltas į kitą objektą,Kuršių g.,34,
IM205240,9005,OBJ00025002,karštas-vanduo-nuosekliai,Kuršių g.,34,
IM205241,9001,OBJ00022940,karštas-vanduo-nuosekliai,Savanorių pr.,216,
IM205243,9001,OBJ00022396,karštas-vanduo-nuosekliai,D. Poškos g.,6,
IM205246,9001,OBJ00021944,karštas-vanduo-nuosekliai,Pašilės g.,86,
IM205247,9006,OBJ00029349,karštas-vanduo nuosekliai,Žiemgalių g.,17,
IM205247,9002,OBJ00029335,karštas-vanduo nuosekliai,Baltų pr.,95,
IM205247,9004,OBJ00029339,karštas-vanduo nuosekliai,Baltų pr.,99,
IM205247,9001,OBJ00029325,karštas-vanduo nuosekliai,Baltų pr.,101,
IM205247,9008,OBJ00029378,karštas-vanduo nuosekliai,Baltų pr.,109,
IM205247,9007,OBJ00029381,karštas-vanduo nuosekliai,Baltų pr.,111,
IM205247,9001,OBJ00029348,karštas-vanduo nuosekliai,Baltų pr.,117,
IM205247,9009,OBJ00029359,karštas-vanduo nuosekliai,Baltų pr.,119,
IM205247,9023,OBJ00029324,karštas-vanduo nuosekliai,Baltų pr.,129,
IM205248,9001,OBJ00018604,karštas-vanduo-nuosekliai,Marių g.,7,A
IM205248,9002,OBJ00020509,karštas-vanduo-nuosekliai,Marių g.,7,A
IM205250,9001,OBJ00018605,Karštas-vanduo-nuosekliai,V. Krėvės pr.,99,B
IM205253,9001,OBJ00021526,karštas-vanduo-nuosekliai,Saulės g.,39,
IM205501,1,OBJ00009493,karštas-vanduo-nuosekliai,Baltų pr.,137,
IM205502,1,OBJ00009532,Karštas-vanduo-nuosekliai,P. Plechavičiaus g.,5,
IM205503,1,OBJ00009563,Karštas-vanduo-nuosekliai,V. Krėvės pr.,83,
IM205504,1,OBJ00009594,karštas-vanduo-lygegreč( būtinai tikrinti )03 mėn.,Kovo 11-osios g.,35,
IM205505,1,OBJ00009605,karštas-vanduo-nuosekliai,Kranto al.,54,58
IM205509,1,OBJ00009829,karštas-vanduo-nuosekliai,Kumelių g.,16,
IM205514,901,8003SN901,karštas-vanduo-lygiagrečiai,Antanavos g.,21,
IM205516,1,OBJ00010291,karštas-vanduo-nuosekliai,A. Juozapavičiaus pr.,21,A
IM205522,9001,OBJ00018496,karštas-vanduo-nuosekliai,Kuršių g.,36,
IM205523,9001,OBJ00018409,karštas-vanduo-lygiagrečiai,Taikos pr.,97,
IM205524,9001,OBJ00018161,karštas-vanduo-lygiagrečiai,Naujakurių g.,82,
IM205527,1,OBJ00011114,karštas-vanduo-lygiagrečiai,Eitkūnų g.,1,
IM205527,1,OBJ00011118,karštas-vanduo-nuosekliai,Eitkūnų g.,3,
IM205527,1,OBJ00011121,karštas-vanduo-lygiagrečiai,Eitkūnų g.,5,
IM205527,1,OBJ00009992,karštas-vanduo-lygiagrečiai,Eitkūnų g.,7,
IM205527,1,OBJ00009994,karštas-vanduo-lygiagrečiai,Eitkūnų g.,9,
IM205528,1,OBJ00011167,karštas-vanduo-lygiagrečiai,Partizanų g.,192,A
IM205530,1,OBJ00012630,karštas-vanduo-lygiagrečiai,Prūsų g.,15,
IM205530,1,OBJ00000376,karštas-vanduo-lygiagrečiai,Prūsų g.,23,
IM205531,1,OBJ00013931,karštas-vanduo-lygiagrečiai,Mosėdžio g.,7,
