Mokėtojo Nr.,Apskaitos taško Nr.,Objekto Nr.,Pastaba,Gatvės pavadinimas,Namo Nr.,Namo raidė
IM206009,9095,OBJ00018333,karštas-vanduo-nuosekliai,Kovo 11-osios g.,58,
IM206009,9115,OBJ00026014,karštas-vanduo-nuosekliai,R. Kalantos g.,61,
IM206009,9116,OBJ00029569,karštas-vanduo-nuosekliai,R. Kalantos g.,63,
IM206009,9119,OBJ00019495,karštas-vanduo-lygiagrečiai,R. Kalantos g.,69,
IM206009,9120,OBJ00019688,karštas-vanduo-lygiagrečiai gyv.atsisako k.vandens,R. Kalantos g.,71,
IM206009,9133,OBJ00019701,Karštas-vanduo-nuosekliai,R. Kalantos g.,93,
IM206009,9124,OBJ00019259,Karštas-vanduo-nuosekliai,R. Kalantos g.,95,
IM206009,9143,OBJ00019246,karštas-vanduo nuosekliai,R. Kalantos g.,97,
IM206009,9192,OBJ00019693,karštas-vanduo-nuosekliai,R. Kalantos g.,119,A
IM206009,9191,OBJ00019760,Karštas-vanduo-nuosekliai,R. Kalantos g.,119,B
IM206009,9140,OBJ00019714,karštas-vanduo-nuosekliai,R. Kalantos g.,123,
IM206009,9135,OBJ00019763,Karštas-vanduo-nuosekliai,R. Kalantos g.,127,
IM206009,9136,OBJ00019257,karštas-vanduo nuosekliai,R. Kalantos g.,131,
IM206009,9141,OBJ00019765,Karštas-vanduo-nuosekliai,R. Kalantos g.,133,
IM206010,9106,OBJ00022754,karštas-vanduo-nuosekliai,Ukmergės g.,15,
IM206010,9109,OBJ00022757,karštas-vanduo-nuosekliai,Ukmergės g.,21,
IM206010,9111,OBJ00022753,karštas-vanduo-nuosekliai,Ukmergės g.,23,
IM206010,9114,OBJ00022759,karštas-vanduo-nuosekliai,Ukmergės g.,29,
IM206010,9117,OBJ00022770,karštas-vanduo-nuosekliai,Ukmergės g.,31,
IM206010,9132,OBJ00023271,karštas-vanduo-nuosekliai,Žeimenos g.,62,
IM206010,9133,OBJ00023244,karštas-vanduo-nuosekliai,Žeimenos g.,64,
IM206010,9044,OBJ00023245,karštas-vanduo-nuosekliai,Sukilėlių pr.,69,
IM206010,9134,OBJ00023524,karštas-vanduo-nuosekliai,Žeimenos g.,70,
IM206010,9135,OBJ00023509,karštas-vanduo-nuosekliai,Žeimenos g.,72,
IM206010,9137,OBJ00023507,karštas-vanduo-nuosekliai,Žeimenos g.,76,
IM206010,9047,OBJ00023099,karštas-vanduo-nuosekliai,Sukilėlių pr.,81,
IM206010,9048,OBJ00023575,karštas-vanduo-nuosekliai,Sukilėlių pr.,82,
IM206010,9049,OBJ00023098,karštas-vanduo-nuosekliai,Sukilėlių pr.,85,
IM206010,9052,OBJ00023097,karštas-vanduo-nuosekliai,Sukilėlių pr.,91,
IM206010,9053,OBJ00023283,karštas-vanduo-nuosekliai,Sukilėlių pr.,93,
IM206010,9054,OBJ00023761,Karštas-vanduo-nuosekliai,Sukilėlių pr.,96,
IM206010,9056,OBJ00023762,Karštas-vanduo-nuosekliai,Sukilėlių pr.,102,
IM206010,9057,OBJ00023569,karštas-vanduo-nuosekliai,Sukilėlių pr.,104,
IM206010,9058,OBJ00023760,Karštas-vanduo-nuosekliai,Sukilėlių pr.,106,
IM206010,9060,OBJ00023551,karštas-vanduo-nuosekliai,Sukilėlių pr.,110,
IM206010,9061,OBJ00023552,karštas-vanduo-nuosekliai,Sukilėlių pr.,114,
IM206010,9008,OBJ00023216,karštas-vanduo-nuosekliai,Kalniečių g.,251,
IM206010,9009,OBJ00023215,karštas-vanduo-nuosekliai,Kalniečių g.,255,
IM206013,9014,OBJ00023366,karštas-vanduo-lygiagrečiai,Partizanų g.,20,
IM206017,9384,OBJ00021122,Karštas-vanduo-nuosekliai,M. Valančiaus g.,16,
IM206021,9001,OBJ00021951,karštas-vanduo-nuosekliai,Žuvinto g.,30,
IM206021,9002,OBJ00021952,karštas-vanduo-nuosekliai,Žuvinto g.,30,
IM206098,9011,OBJ00023308,karštas-vanduo-nuosekliai,Kranto al.,14,
IM206098,9004,OBJ00019837,Karštas-vanduo-lygiagrečiai,Prancūzų g.,68,
IM206098,26,6098SN26,karštas-vanduo,Prancūzų g.,70,A
IM206098,9003,OBJ00022444,Karštas-vanduo-lygiagrečiai,Prancūzų g.,72,A
IM206098,9005,OBJ00019645,karštas-vanduo-nuosekliai,Prancūzų g.,77,
IM206098,9025,OBJ00019609,karštas-vanduo-nuosekliai,Prancūzų g.,79,
IM206386,9134,OBJ00023219,karštas-vanduo-nuosekliai,J. Grušo g.,2,
IM206386,9102,OBJ00018577,karštas-vanduo-nuosekliai,Pramonės pr.,3,
IM206386,9099,OBJ00018135,karštas-vanduo-nuosekliai,Kovo 11-osios g.,4,
IM206386,9005,OBJ00022423,karštas-vanduo-nuosekliai,Taikos pr.,4,A
IM206386,9135,OBJ00023232,karštas-vanduo-nuosekliai,J. Grušo g.,4,
IM206386,9075,OBJ00018573,karštas-vanduo-nuosekliai,Chemijos g.,5,
IM206386,9002,OBJ00025460,karštas-vanduo-nuosekliai,J. Žemgulio g.,5,
IM206386,9141,OBJ00023229,karštas-vanduo-nuosekliai,J. Grušo g.,6,
IM206386,9103,OBJ00018578,karštas-vanduo-nuosekliai,Pramonės pr.,7,
IM206386,9100,OBJ00018711,karštas-vanduo-lygiagrečiai,Chemijos g.,7,
IM206386,9003,OBJ00025461,karštas-vanduo-nuosekliai,J. Žemgulio g.,7,
IM206386,9112,OBJ00018336,karštas-vanduo-lygiagrečiai,Draugystės g.,8,
IM206386,9140,OBJ00023259,Karštas-vanduo-nuosekliai,J. Grušo g.,8,
IM206386,9104,OBJ00018606,Karštas-vanduo-nuosekliai,Pramonės pr.,9,
IM206386,9004,OBJ00020079,karštas-vanduo-nuosekliai,J. Žemgulio g.,9,
IM206386,9086,OBJ00020056,karštas-vanduo-nuosekliai,Neries krantinė g.,25,
IM206386,9098,OBJ00018331,Karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,30,
IM206386,2097,6386SN97,karštas vanduo,Kovo 11-osios g.,38,
IM206386,9097,OBJ00026043,karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,38,
IM206386,9087,OBJ00018351,karštas-vanduo-nuosekliai,Varnių g.,39,
IM206455,9039,OBJ00019589,karštas-vanduo-lygiagrečiai,Inkaro g.,5,
IM206455,9008,OBJ00019540,karštas-vanduo-lygiagrečiai,Ariogalos g.,6,
IM206455,9007,OBJ00019584,karštas-vanduo-lygiagrečiai,Sąjungos a.,6,
IM206455,9004,OBJ00020158,karštas-vanduo-nuosekliai,Lampėdžių g.,10,
IM206455,9023,OBJ00021935,karštas-vanduo-nuosekliai,Tilžės g.,11,
IM206455,9058,OBJ00020205,karštas-vanduo-nuosekliai,A. Kriščiukaičio g.,20,
IM206455,901,7018S9816,Perkeltas į OBJ00029887 karštas vanduo,Pramonės pr.,38,
IM206455,9001,OBJ00029887,Karštas-vanduo-lygiagrečiai,Pramonės pr.,38,
IM206455,9012,OBJ00020263,Karštas-vanduo nuosekliai,V. Krėvės pr.,53,
IM206455,9041,OBJ00020262,karštas vanduo nuosekliai,V. Krėvės pr.,55,
IM206455,9059,OBJ00020265,Karštas-vanduo nuosekliai,Kovo 11-osios g.,128,
IM206455,9049,OBJ00020264,Karštas-vanduo nuosekliai,Kovo 11-osios g.,130,
IM206455,9004,OBJ00029959,Karštas-vanduo-nuosekliai,Raudondvario pl.,174,
IM206455,9011,OBJ00020152,karštas-vanduo-nuosekliai,Raudondvario pl.,192,
IM206455,1,OBJ00017963,karštas-vanduo-lygiagrečiai,Raudondvario pl.,204,
IM207060,9001,OBJ00021809,karštas-vanduo-nuosekliai,T. Masiulio g.,11,A
IM207090,2,OBJ00023963,Karštas-vanduo-lygiagrečiai,Pramonės pr.,30,
IM207090,3,OBJ00023963,"Karštas-vanduo-nuosekliai,grįžtamas,nuimtas",Pramonės pr.,30,
IM207143,927,7143S8971,Karštas-vanduo-nuosekliai,Gričiupio g.,9,
IM207143,929,7143S10557,Karštas-vanduo-nuosekliai,A. Purėno  g.,18,
IM207364,9008,OBJ00023914,Karštas-vanduo-nuosekliai,Radvilų Dvaro g.,33,
IM207431,9058,OBJ00022274,Karštas-vanduo-nuosekliai,V. Landsbergio-Žemkalnio g.,1,
IM207431,9038,OBJ00022931,Karštas-vanduo-nuosekliai,Kumelių g.,1,
IM207431,9001,OBJ00022464,karštas-vanduo-nuosekliai,T. Daugirdo  g.,2,
IM207431,2,OBJ00033034,karštas-vanduo-nuosekliai,Smalininkų g.,2,", 4"
IM207431,9068,OBJ00022914,karštas-vanduo-nuosekliai,M. Daukšos g.,5,
IM207431,9422,OBJ00022916,karštas-vanduo-nuosekliai,L. Zamenhofo g.,5,A
IM207431,9277,OBJ00022925,karštas-vanduo-nuosekliai,Šv. Gertrūdos g.,5,
IM207431,9002,OBJ00019690,Karštas-vanduo-lygiagrečiai,V. Landsbergio-Žemkalnio g.,6,
IM207431,9305,OBJ00022967,karštas-vanduo-nuosekliai,Raguvos g.,6,
IM207431,1,OBJ00035534,Karštas vanduo nuosekliai,Druskininkų g.,6,A KORPUSAS
IM207431,1,OBJ00035536,Karštas vanduo nuosekliai,Druskininkų g.,6,B KORPUSAS
IM207431,9001,OBJ00021075,karštas-vanduo-nuosekliai,Karaliaus Mindaugo,7,
IM207431,9279,OBJ00022922,karštas-vanduo-nuosekliai,Šv. Gertrūdos g.,7,
IM207431,1,OBJ00031366,Karštas-vanduo-lygiagrečiai,Vilniaus g.,7,A
IM207431,9041,OBJ00022947,Karštas-vanduo-nuosekliai,Kumelių g.,8,
IM207431,9148,OBJ00021254,karštas-vanduo-nuosekliai,Kurpių g.,9,
IM207431,9163,OBJ00022909,karštas-vanduo-nuosekliai,A. Mapu g.,9,
IM207431,9419,OBJ00022910,karštas-vanduo-nuosekliai,Vilniaus g.,10,A
IM207431,9164,OBJ00022908,karštas-vanduo-nuosekliai,A. Mapu g.,11,
IM207431,9043,OBJ00022932,Karštas-vanduo-nuosekliai,Kumelių g.,11,
IM207431,1,OBJ00031363,Karštas-vanduo-lygiagrečiai,Vilniaus g.,13,
IM207431,1,OBJ00031365,Karštas-vanduo-lygiagrečiai,Vilniaus g.,17,
IM207431,9001,OBJ00022970,karštas-vanduo-nuosekliai,V. Landsbergio-Žemkalnio g.,18,
IM207431,9001,OBJ00033413,karštas-vanduo-nuosekliai,Nemuno g.,19,
IM207431,9098,OBJ00023192,Karštas-vanduo-nuosekliai,Baltų pr.,21,
IM207431,9001,OBJ00033071,Karštas-vanduo-nuosekliai,Karaliaus Mindaugo pr.,21,", 22"
IM207431,9414,OBJ00028328,karštas-vanduo-nuosekliai,Vilniaus g.,22,
IM207431,9010,OBJ00018101,karštas-vanduo-lygiagrečiai,Baltų pr.,25,
IM207431,9453,OBJ00022953,Karštas-vanduo-nuosekliai,M. Daukšos g.,25,
IM207431,9263,OBJ00023323,karštas-vanduo-nuosekliai,Karaliaus Mindaugo,26,
IM207431,9514,OBJ00020044,karštas-vanduo-nuosekliai,M. Valančiaus g.,27,
IM207431,9006,OBJ00018102,karštas-vanduo-lygiagrečiai,Baltų pr.,29,
IM207431,9078,OBJ00022952,Karštas-vanduo-nuosekliai,M. Daukšos g.,29,
IM207431,9127,OBJ00019592,karštas-vanduo-nuosekliai,V. Landsbergio-Žemkalnio g.,30,
IM207431,9001,OBJ00018150,karštas-vanduo-lygiagrečiai,Naujakurių g.,33,
IM207431,9009,OBJ00018103,karštas-vanduo-lygiagrečiai,Baltų pr.,35,
IM207431,9001,OBJ00018180,karštas-vanduo-nuosekliai,Naujakurių g.,35,
IM207431,9289,OBJ00022961,karštas-vanduo-nuosekliai,Šv. Gertrūdos g.,37,
IM207431,9003,OBJ00022976,karštas-vanduo-nuosekliai,Šiaurės pr.,37,
IM207431,9153,OBJ00023186,karštas-vanduo-nuosekliai,Baltų pr.,37,
IM207431,9011,OBJ00018104,karštas-vanduo-lygiagrečiai,Baltų pr.,39,
IM207431,9093,OBJ00022926,karštas-vanduo-nuosekliai,Vilniaus g.,39,
IM207431,9290,OBJ00022960,karštas-vanduo-nuosekliai,Šv. Gertrūdos g.,39,
IM207431,9004,OBJ00022974,karštas-vanduo-nuosekliai,Šiaurės pr.,39,
IM207431,1,OBJ00035476,Karštas-vanduo-nuosekliai,Naujakurių g.,41,
IM207431,9005,OBJ00022973,karštas-vanduo-nuosekliai,Šiaurės pr.,43,
IM207431,9006,OBJ00022969,karštas-vanduo-nuosekliai,Šiaurės pr.,45,
IM207431,9002,OBJ00022971,karštas-vanduo-nuosekliai,Pakraščio g.,45,
IM207431,1,OBJ00031178,Karštas-vanduo-lygiagrečiai,Šv. Gertrūdos g.,51,
IM207431,9008,OBJ00018105,karštas-vanduo-lygiagrečiai,Baltų pr.,57,
IM207431,9096,OBJ00022954,karštas-vanduo-nuosekliai,Vilniaus g.,62,
IM207431,9007,OBJ00018106,karštas-vanduo-lygiagrečiai,Baltų pr.,63,
IM207431,9133,OBJ00023189,karštas-vanduo-nuosekliai,Baltų pr.,65,
IM207431,9163,OBJ00024847,karštas-vanduo-nuosekliai,Naujakurių g.,66,
IM207431,9005,OBJ00018168,karštas-vanduo-lygiagrečiai,Baltų pr.,67,
IM207431,9162,OBJ00018147,karštas-vanduo-nuosekliai,Naujakurių g.,68,
IM207431,9001,OBJ00018139,Karštas-vanduo-nuosekliai,Naujakurių g.,70,
IM207431,9001,OBJ00018107,karštas-vanduo -lygiagrečiai,Baltų pr.,71,
IM207431,9092,OBJ00022949,karštas-vanduo-nuosekliai,Vilniaus g.,72,A
IM207431,9092,OBJ00022951,karštas-vanduo-nuosekliai,Vilniaus g.,72,
IM207431,9003,OBJ00018108,karštas-vanduo-lygiagrečiai,Baltų pr.,73,
IM207431,9143,OBJ00023194,karštas-vanduo-nuosekliai,Baltų pr.,75,
IM207431,1,OBJ00017923,karštas-vanduo-lygiagrečiai,Baltijos g.,76,
IM207431,9001,OBJ00018163,karštas-vanduo-lygiagrečiai,Naujakurių g.,76,
IM207431,9141,OBJ00023197,karštas-vanduo-nuosekliai,Baltų pr.,77,
IM207431,9001,OBJ00019518,Karštas-vanduo-nuosekliai,Naujakurių g.,78,
IM207431,9139,OBJ00023066,karštas-vanduo-nuosekliai,Baltijos g.,78,
IM207431,9167,OBJ00023199,karštas-vanduo-nuosekliai,Baltų pr.,79,
IM207431,9050,OBJ00023268,karštas-vanduo-nuosekliai,Naujakurių g.,84,
IM207431,9034,OBJ00023295,karštas-vanduo-nuosekliai,Naujakurių g.,86,
IM207431,9001,OBJ00018140,karštas-vanduo-lygiagrečiai,Naujakurių g.,92,
IM207431,9159,OBJ00023179,karštas-vanduo-nuosekliai,Baltų pr.,127,
IM207431,9001,OBJ00019497,karštas-vanduo-nuosekliai,Baltų pr.,139,
IM207431,9018,OBJ00023261,Karštas-vanduo-nuosekliai,Baltų pr.,165,
IM207431,9160,OBJ00019489,karštas-vanduo-nuosekliai,Baltų pr.,167,
IM207431,9004,OBJ00018171,Karštas-vanduo-lygiagrečiai,Baltų pr.,173,
IM207431,9003,OBJ00018172,karštas-vanduo-lygiagrečiai,Baltų pr.,177,
IM207431,9001,OBJ00018162,karštas-vanduo-lygiagrečiai,Baltų pr.,179,
IM207431,9161,OBJ00023267,karštas-vanduo-nuosekliai,Baltų pr.,181,
IM207431,2,OBJ00024005,karštas-vanduo-nuosekliai,Baltų pr.,193,
IM207431,9001,OBJ00027505,karštas-vanduo-nuosekliai,Baltų pr.,193,A
IM207431,1,OBJ00028556,karštas-vanduo-nuosekliai,Baltų pr.,193,B
IM207432,9012,OBJ00018098,karštas-vanduo-lygiagrečiai,Baltijos g.,2,
IM207432,9001,OBJ00019663,karštas-vanduo-nuosekliai,K. Griniaus g.,3,
IM207432,9001,OBJ00026010,karštas-vanduo-nuosekliai,Viduklės g.,3,
IM207432,9118,OBJ00025949,karštas-vanduo-nuosekliai,Bajorų g.,4,
IM207432,9001,OBJ00018679,Karštas-vanduo-nuosekliai,K. Griniaus g.,5,
IM207432,9001,OBJ00018744,karštas-vanduo-nuosekliai,Pramonės pr.,5,
IM207432,9001,OBJ00021089,karštas-vanduo-nuosekliai,J. Grušo g.,5,
IM207432,9131,OBJ00023224,karštas-vanduo-nuosekliai,Rietavo g.,5,
IM207432,9133,OBJ00023266,karštas-vanduo-nuosekliai,Baltų pr.,5,
IM207432,1,OBJ00009826,karštas-vanduo-lygiagrečiai,K. Griniaus g.,6,
IM207432,9108,OBJ00018157,Karštas-vanduo-lygiagrečiai,Baltijos g.,6,
IM207432,9001,OBJ00018748,karštas-vanduo-nuosekliai,Vytenio g.,6,
IM207432,9001,OBJ00021081,Karštas-vanduo-nuosekliai,K. Griniaus g.,7,
IM207432,9041,OBJ00023205,karštas-vanduo-nuosekliai,Rietavo g.,7,
IM207432,9013,OBJ00018100,karštas-vanduo-nuosekliai,Baltijos g.,8,
IM207432,9184,OBJ00018646,Karštas-vanduo-nuosekliai,Ramygalos g.,9,
IM207432,9019,OBJ00018680,Karštas-vanduo-nuosekliai,K. Griniaus g.,9,
IM207432,9121,OBJ00023051,karštas-vanduo-nuosekliai,Baltijos g.,9,
IM207432,9002,OBJ00018094,karštas-vanduo-lygiagrečiai,Baltijos g.,10,
IM207432,9075,OBJ00019585,karštas-vanduo-nuosekliai,Neries krantinė g.,10,
IM207432,9088,OBJ00018678,Karštas-vanduo-nuosekliai,K. Griniaus g.,11,
IM207432,9129,OBJ00019653,karštas-vanduo-nuosekliai,Neries krantinė g.,11,
IM207432,9108,OBJ00018372,Karštas-vanduo-nuosekliai,Sąjungos a.,13,
IM207432,9020,OBJ00018675,Karštas-vanduo-nuosekliai,K. Griniaus g.,13,
IM207432,9001,OBJ00020077,karštas-vanduo-nuosekliai,Sąjungos a.,13,A
IM207432,9051,OBJ00023260,Karštas-vanduo-nuosekliai,J. Grušo g.,13,
IM207432,9001,OBJ00021842,karštas-vanduo-nuosekliai,Vytenio g.,14,
IM207432,9001,OBJ00026332,karštas-vanduo-nuosekliai,Neries krantinė g.,14,A
IM207432,9127,OBJ00023161,karštas-vanduo-nuosekliai,Baltijos g.,16,
IM207432,9204,OBJ00018672,Karštas-vanduo-lygiagrečiai,Pagėgių g.,17,
IM207432,9001,OBJ00018733,Karštas-vanduo-nuosekliai,Vytenio g.,18,
IM207432,9106,OBJ00023063,Karštas-vanduo-nuosekliai,Baltijos g.,18,
IM207432,9107,OBJ00018138,Karštas-vanduo-nuosekliai,Baltijos g.,20,
IM207432,9003,OBJ00019256,karštas-vanduo-nuosekliai,J. Grušo g.,21,
IM207432,9079,OBJ00026362,karštas-vanduo-lygiagrečiai,Neries krantinė g.,22,
IM207432,9080,OBJ00026361,karštas-vanduo-lygiagrečiai,Neries krantinė g.,23,
IM207432,9176,OBJ00018657,karštas-vanduo-nuosekliai,A. Fromo-Gužučio g.,24,
IM207432,9109,OBJ00023049,karštas-vanduo-nuosekliai,Baltijos g.,24,
IM207432,9085,OBJ00025758,karštas-vanduo-nuosekliai,Neries krantinė g.,24,
IM207432,9187,OBJ00018369,Karštas-vanduo-nuosekliai,Pagėgių g.,26,
IM207432,9001,OBJ00019047,karštas-vanduo-nuosekliai,Kulvos g.,28,
IM207432,9140,OBJ00018188,karštas-vanduo-nuosekliai,Varnių g.,32,
IM207432,9001,OBJ00019143,karštas-vanduo-nuosekliai,Neries krantinė g.,32,
IM207432,9141,OBJ00018187,karštas-vanduo-nuosekliai,Varnių g.,34,
IM207432,9143,OBJ00018165,karštas-vanduo-nuosekliai,Varnių g.,36,
IM207432,9001,OBJ00018178,karštas-vanduo-lygiagrečiai,Baltijos g.,36,
IM207432,9001,OBJ00025694,karštas-vanduo-nuosekliai,Demokratų g.,37,
IM207432,9001,OBJ00032951,karštas- vanduo nuosekliai,Varnių g.,38,
IM207432,9145,OBJ00018175,karštas-vanduo-lygiagrečiai,Varnių g.,40,
IM207432,9001,OBJ00018580,karštas-vanduo-nuosekliai,Demokratų g.,40,
IM207432,9001,OBJ00018581,karštas-vanduo-nuosekliai,Demokratų g.,42,
IM207432,9146,OBJ00027972,karštas-vanduo-lygiagrečiai,Varnių g.,42,
IM207432,9001,OBJ00019519,Karštas-vanduo-nuosekliai,Demokratų g.,43,
IM207432,9001,OBJ00029181,karštas-vanduo-nuosekliai,Baltijos g.,43,
IM207432,9130,OBJ00023156,karštas-vanduo-nuosekliai,Baltijos g.,44,
IM207432,9147,OBJ00026324,karštas-vanduo-lygiagrečiai,Varnių g.,44,
IM207432,9001,OBJ00018359,karštas-vanduo-lygiagrečiai,Varnių g.,45,
IM207432,9048,OBJ00018587,karštas-vanduo-nuosekliai,Baltijos g.,46,
IM207432,9195,OBJ00021073,Karštas-vanduo-nuosekliai,Kovo 11-osios g.,46,
IM207432,9183,OBJ00026373,karštas-vanduo-lygiagrečiai,Kulvos g.,46,
IM207432,9001,OBJ00021926,karštas-vanduo-nuosekliai,Varnių g.,47,
IM207432,9102,OBJ00023069,karštas-vanduo-nuosekliai,Baltijos g.,48,
IM207432,9033,OBJ00018618,Karštas-vanduo-nuosekliai,A. Stulginskio g.,54,
IM207432,9001,OBJ00025396,karštas-vanduo-nuosekliai,Baltijos g.,65,
IM207432,9001,OBJ00025388,karštas-vanduo-nuosekliai,Baltijos g.,67,
IM207432,9001,OBJ00030989,karštas-vanduo lygiagrečiai,A. Strazdo g.,71,
IM207432,9001,OBJ00025387,karštas-vanduo-nuosekliai,Baltijos g.,79,
IM207432,9001,OBJ00023279,karštas-vanduo-nuosekliai,R. Kalantos g.,137,A
IM207432,9139,OBJ00019242,karštas-vanduo nuosekliai,R. Kalantos g.,139,
IM207432,9142,OBJ00019715,karštas-vanduo-nuosekliai,R. Kalantos g.,145,
IM207432,9159,OBJ00018662,karštas-vanduo-nuosekliai,Panerių g.,204,
IM207433,9001,OBJ00019166,karštas-vanduo-nuosekliai,Ryšių g.,3,
IM207433,9238,OBJ00019503,Karštas-vanduo-nuosekliai,Draugystės g.,5,B
IM207433,9001,OBJ00025421,karštas-vanduo-nuosekliai,Draugystės g.,5,E
IM207433,9002,OBJ00018740,karštas-vanduo-nuosekliai,Varpo g.,6,
IM207433,9070,OBJ00018762,Karštas-vanduo-lygiagrečiai,Žiemių g.,7,
IM207433,9001,OBJ00019006,karštas-vanduo-nuosekliai,B. Sruogos g.,7,
IM207433,9001,OBJ00018712,Karštas-vanduo-nuosekliai,Saulės g.,8,
IM207433,9001,OBJ00018770,karštas-vanduo-nuosekliai,Varpo g.,8,
IM207433,9071,OBJ00018710,karštas-vanduo-nuosekliai,Žiemių g.,9,
IM207433,9001,OBJ00021530,karštas-vanduo-nuosekliai,Saulės g.,10,
IM207433,9001,OBJ00022459,Karštas-vanduo-nuosekliai,Varpo g.,10,
IM207433,9001,OBJ00020361,Karštas-vanduo-nuosekliai,Rimvydo g.,11,
IM207433,9001,OBJ00021837,karštas-vanduo-nuosekliai,Studentų g.,11,
IM207433,9001,OBJ00029058,karštas-vanduo-lygiagrečiai,Dzūkų g.,11,
IM207433,9001,OBJ00021382,karštas-vanduo-nuosekliai,A. Baranausko g.,12,
IM207433,9001,OBJ00023299,karštas-vanduo-lygiagrečiai,Studentų g.,12,
IM207433,9001,OBJ00025894,Karštas-vanduo-nuosekliai,Birželio 23-osios g.,12,
IM207433,9001,OBJ00019198,karštas-vanduo-lygiagrečiai,A. Baranausko g.,13,
IM207433,9001,OBJ00025624,karštas-vanduo-nuosekliai,Rimvydo g.,13,
IM207433,9001,OBJ00018742,karštas-vanduo-nuosekliai,Rimvydo g.,15,
IM207433,9001,OBJ00021520,karštas-vanduo-nuosekliai,Lietuvių g.,16,
IM207433,9001,OBJ00019229,karštas-vanduo-nuosekliai,Rimvydo g.,18,
IM207433,9125,OBJ00020081,karštas-vanduo-nuosekliai,J. I. Kraševskio g.,19,
IM207433,9001,OBJ00023032,Karštas-vanduo-nuosekliai,Aušros g.,20,
IM207433,9001,OBJ00020111,karštas-vanduo-nuosekliai,Ryšių g.,21,
IM207433,9001,OBJ00020726,Karštas-vanduo-nuosekliai,V. Krėvės pr.,21,
IM207433,9001,OBJ00021939,karštas-vanduo-nuosekliai,Partizanų g.,27,B
IM207433,9037,OBJ00022421,karštas-vanduo-nuosekliai,V. Krėvės pr.,29,
IM207433,9256,OBJ00020082,karštas-vanduo-nuosekliai,J. I. Kraševskio g.,30,
IM207433,9001,OBJ00021155,Karštas-vanduo-nuosekliai,Partizanų g.,30,
IM207433,9001,OBJ00023017,Karštas-vanduo-nuosekliai,Lietuvių g.,30,
IM207433,9001,OBJ00018509,karštas-vanduo-nuosekliai,Studentų g.,32,
IM207433,9001,OB00019614,karštas-vanduo-nuosekliai,J. Basanavičiaus al.,35,
IM207433,9001,OBJ00021458,karštas-vanduo-lygiagrečiai,A. Baranausko g.,35,
IM207433,9004,OBJ00030714,Karštas-vanduo-lygiagrečiai,Taikos pr.,36,
IM207433,9002,OBJ00020359,Karštas-vanduo-nuosekliai,Taikos pr.,38,
IM207433,9001,OBJ00021109,karštas-vanduo-nuosekliai,Aušros g.,40,
IM207433,9008,OBJ00020358,Karštas-vanduo-nuosekliai,Taikos pr.,42,
IM207433,9001,OBJ00022394,karštas-vanduo-nuosekliai,Varpo g.,43,
IM207433,9001,OBJ00019602,karštas-vanduo-nuosekliai,Studentų g.,45,
IM207433,9001,OBJ00021385,karštas-vanduo-nuosekliai,Partizanų g.,48,
IM207433,9001,OBJ00019493,Karštas-vanduo-nuosekliai,J. Basanavičiaus al.,52,
IM207433,9001,OBJ00019562,Karštas-vanduo-nuosekliai,Radvilėnų pl.,56,A
IM207433,9002,OBJ00019563,Karštas-vanduo-nuosekliai,Radvilėnų pl.,56,A
IM207433,9001,OBJ00020729,Karštas-vanduo-nuosekliai,Taikos pr.,56,
IM207433,9001,OBJ00022463,karštas-vanduo-lygiagrečiai,J. Basanavičiaus al.,56,
IM207433,9001,OBJ00022994,Karštas-vanduo-lygiagrečiai,J. Basanavičiaus al.,58,
IM207433,9001,OBJ00021074,Karštas-vanduo-nuosekliai,Kovo 11-osios g.,63,
IM207433,9062,OBJ00021093,karštas-vanduo-nuosekliai,Kovo 11-osios g.,65,
IM207433,9245,OBJ00019588,karštas-vanduo-lygiagrečiai,Taikos pr.,82,2K
IM207433,9248,OBJ00023142,karštas-vanduo-lygiagrečiai,Taikos pr.,84,
IM207433,9001,OBJ00019486,karštas-vanduo-nuosekliai,Savanorių pr.,254,
IM207434,9008,OBJ00018591,karštas-vanduo-lygiagrečiai,Jotvingių g.,1,
IM207434,1,OBJ00018031,Karštas-vanduo-lygiagrečiai,Birželio 23-osios g.,2,
IM207434,9078,OBJ00018559,karštas-vanduo-nuosekliai,Jotvingių g.,2,
IM207434,9011,OBJ00020100,karštas-vanduo-nuosekliai,Garso g.,2,", 4"
IM207434,9012,OBJ00018592,karštas-vanduo-lygiagrečiai,Jotvingių g.,3,
IM207434,9091,OBJ00019203,karštas-vanduo-lygiagrečiai,Vėtrungės g.,3,
IM207434,9121,OBJ00023264,karštas-vanduo-lygiagrečiai,Šarkuvos g.,3,
IM207434,9001,OBJ00020036,karštas-vanduo-nuosekliai,Vandžiogalos pl.,4,
IM207434,9029,OBJ00020095,karštas-vanduo-nuosekliai,Vandžiogalos pl.,4,
IM207434,9001,OBJ00020096,karštas-vanduo-nuosekliai,Vandžiogalos pl.,4,
IM207434,9012,OBJ00025014,karštas-vanduo-lygiagrečiai,Šarkuvos g.,4,
IM207434,9001,OBJ00029798,Karštas-vanduo-nuosekliai,Vėtrungės g.,4,
IM207434,9014,OBJ00019360,karštas-vanduo-lygiagrečiai,Vėtrungės g.,5,
IM207434,9069,OBJ00018515,karštas-vanduo-nuosekliai,Baltų pr.,6,
