Data,Miestas,Adresas,Mokėtojo Nr.,Objekto Nr.,Apskaitos taško Nr.,R_Nuo,R_iki,Kiekis
2015-06-17,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010763,1,501,853,352
2015-12-11,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010763,1,853,1176,323
2016-06-22,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010763,1,1176,1567,391
2016-12-14,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010763,1,1567,1916,349
2017-06-14,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010763,1,1916,2311,395
2017-12-14,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010763,1,2311,2743,432
2018-06-20,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010763,1,2743,3189,446
2018-12-12,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010763,1,3189,3601,412
2015-06-17,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010764,1,612,1028,416
2015-12-11,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010764,1,1028,1399,371
2016-06-22,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010764,1,1399,1805,406
2016-12-14,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010764,1,1805,2154,349
2017-06-14,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010764,1,2154,2497,343
2017-12-14,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010764,1,2497,2870,373
2018-06-20,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010764,1,2870,3235,365
2018-12-12,Kaunas,9-ojo Forto g. 58,IM208478,OBJ00010764,1,3235,3619,384
2015-06-10,Kaunas,A. Baranausko g. 12,IM208019,8019SN1,1,4322,6388,2066
2015-08-04,Kaunas,A. Baranausko g. 12,IM208019,8019SN1,1,6388,6684,296
2015-12-09,Kaunas,A. Baranausko g. 12,IM208019,8019SN1,1,0,1028,1028
2016-06-09,Kaunas,A. Baranausko g. 12,IM208019,8019SN1,1,1028,2585,1557
2016-12-16,Kaunas,A. Baranausko g. 12,IM208019,8019SN1,1,2585,4151,1566
2017-06-09,Kaunas,A. Baranausko g. 12,IM208019,8019SN1,1,4151,5778,1627
2017-09-28,Kaunas,A. Baranausko g. 12,IM208019,8019SN1,1,5778,6681,903
2017-12-15,Kaunas,A. Baranausko g. 12,IM208019,8019SN1,1,2,738,736
2018-06-15,Kaunas,A. Baranausko g. 12,IM208019,8019SN1,1,738,2178,1440
2018-08-10,Kaunas,A. Baranausko g. 12,IM208019,8019SN1,1,2178,2701,523
2018-12-13,Kaunas,A. Baranausko g. 12,IM208019,8019SN1,1,2701,3760,1059
2015-06-10,Kaunas,A. Baranausko g. 13,IM205043,5043SN1,1,2058,2870,812
2015-08-13,Kaunas,A. Baranausko g. 13,IM205043,5043SN1,1,2870,3180,310
2015-12-09,Kaunas,A. Baranausko g. 13,IM205043,5043SN1,1,0,510,510
2016-06-09,Kaunas,A. Baranausko g. 13,IM205043,5043SN1,1,510,1303,793
2016-12-16,Kaunas,A. Baranausko g. 13,IM205043,5043SN1,1,1303,2091,788
2017-06-09,Kaunas,A. Baranausko g. 13,IM205043,5043SN1,1,2091,2858,767
2017-12-15,Kaunas,A. Baranausko g. 13,IM205043,5043SN1,1,2858,3668,810
2018-06-15,Kaunas,A. Baranausko g. 13,IM205043,5043SN1,1,3668,4565,897
2018-12-13,Kaunas,A. Baranausko g. 13,IM205043,5043SN1,1,4565,5211,646
2018-04-19,Kaunas,A. Baranausko g. 19A,IM208310,8310SN1,1,106106,106106,0
2018-06-15,Kaunas,A. Baranausko g. 19A,IM208310,8310SN1,1,106106,106713,607
2018-12-13,Kaunas,A. Baranausko g. 19A,IM208310,8310SN1,1,106713,108900,2187
2015-06-10,Kaunas,A. Baranausko g. 19A,IM208310,OBJ00025649,9001,2055,2971,916
2015-09-03,Kaunas,A. Baranausko g. 19A,IM208310,OBJ00025649,9001,2971,3258,287
2015-12-09,Kaunas,A. Baranausko g. 19A,IM208310,OBJ00025649,9001,0,403,403
2016-06-09,Kaunas,A. Baranausko g. 19A,IM208310,OBJ00025649,9001,403,1251,848
2016-12-16,Kaunas,A. Baranausko g. 19A,IM208310,OBJ00025649,9001,1251,1949,698
2017-06-09,Kaunas,A. Baranausko g. 19A,IM208310,OBJ00025649,9001,1949,2714,765
2017-12-15,Kaunas,A. Baranausko g. 19A,IM208310,OBJ00025649,9001,2714,3358,644
2018-06-15,Kaunas,A. Baranausko g. 19A,IM208310,OBJ00025649,9001,3358,4045,687
2018-09-10,Kaunas,A. Baranausko g. 19A,IM208310,OBJ00025649,9001,4045,4309,264
2018-12-13,Kaunas,A. Baranausko g. 19A,IM208310,OBJ00025649,9001,2,321,319
2015-06-10,Kaunas,A. Baranausko g. 28,IM206002,6002SN69,69,34160,35070,910
2015-12-16,Kaunas,A. Baranausko g. 28,IM206002,6002SN69,69,35070,35956,886
2016-06-28,Kaunas,A. Baranausko g. 28,IM206002,6002SN69,69,35956,36835,879
2016-12-16,Kaunas,A. Baranausko g. 28,IM206002,6002SN69,69,36835,37549,714
2017-06-09,Kaunas,A. Baranausko g. 28,IM206002,6002SN69,69,37549,38341,792
2017-12-21,Kaunas,A. Baranausko g. 28,IM206002,6002SN69,69,38341,39152,811
2018-06-15,Kaunas,A. Baranausko g. 28,IM206002,6002SN69,69,39152,39963,811
2018-09-10,Kaunas,A. Baranausko g. 28,IM206002,6002SN69,69,39963,40304,341
2018-12-28,Kaunas,A. Baranausko g. 28,IM206002,6002SN69,69,1,474,473
2015-06-10,Kaunas,A. Baranausko g. 28,IM206002,OBJ00018715,9069,520,920,400
2015-12-16,Kaunas,A. Baranausko g. 28,IM206002,OBJ00018715,9069,920,1294,374
2016-06-28,Kaunas,A. Baranausko g. 28,IM206002,OBJ00018715,9069,1294,1673,379
2016-12-16,Kaunas,A. Baranausko g. 28,IM206002,OBJ00018715,9069,1673,1890,217
2017-06-09,Kaunas,A. Baranausko g. 28,IM206002,OBJ00018715,9069,1890,2064,174
2017-12-21,Kaunas,A. Baranausko g. 28,IM206002,OBJ00018715,9069,2064,2179,115
2018-06-15,Kaunas,A. Baranausko g. 28,IM206002,OBJ00018715,9069,2179,2309,130
2018-09-10,Kaunas,A. Baranausko g. 28,IM206002,OBJ00018715,9069,2309,2345,36
2018-12-28,Kaunas,A. Baranausko g. 28,IM206002,OBJ00018715,9069,0,68,68
2015-06-10,Kaunas,A. Baranausko g. 30,IM206002,6002SN537,537,18364,20001,1637
2015-12-16,Kaunas,A. Baranausko g. 30,IM206002,6002SN537,537,20001,21583,1582
2016-06-15,Kaunas,A. Baranausko g. 30,IM206002,6002SN537,537,21583,23256,1673
2016-12-15,Kaunas,A. Baranausko g. 30,IM206002,6002SN537,537,23256,24818,1562
2017-06-26,Kaunas,A. Baranausko g. 30,IM206002,6002SN537,537,24818,26580,1762
2017-06-28,Kaunas,A. Baranausko g. 30,IM206002,6002SN537,537,26580,26580,0
2017-12-15,Kaunas,A. Baranausko g. 30,IM206002,6002SN537,537,26580,28406,1826
2018-06-15,Kaunas,A. Baranausko g. 30,IM206002,6002SN537,537,28406,30596,2190
2018-09-10,Kaunas,A. Baranausko g. 30,IM206002,6002SN537,537,30596,31439,843
2018-12-13,Kaunas,A. Baranausko g. 30,IM206002,6002SN537,537,1,873,872
2015-06-10,Kaunas,A. Baranausko g. 30,IM206002,OBJ00018709,9537,4303,4957,654
2015-12-16,Kaunas,A. Baranausko g. 30,IM206002,OBJ00018709,9537,4957,5551,594
2016-06-15,Kaunas,A. Baranausko g. 30,IM206002,OBJ00018709,9537,5551,6273,722
2016-12-15,Kaunas,A. Baranausko g. 30,IM206002,OBJ00018709,9537,6273,6925,652
2017-06-26,Kaunas,A. Baranausko g. 30,IM206002,OBJ00018709,9537,6925,7697,772
2017-06-28,Kaunas,A. Baranausko g. 30,IM206002,OBJ00018709,9537,7697,7697,0
2017-12-21,Kaunas,A. Baranausko g. 30,IM206002,OBJ00018709,9537,7697,8459,762
2018-06-15,Kaunas,A. Baranausko g. 30,IM206002,OBJ00018709,9537,8459,9397,938
2018-09-10,Kaunas,A. Baranausko g. 30,IM206002,OBJ00018709,9537,9397,9633,236
2018-12-28,Kaunas,A. Baranausko g. 30,IM206002,OBJ00018709,9537,1,400,399
2015-06-10,Kaunas,A. Baranausko g. 33,IM208023,8023SN1,1,2395,3612,1217
2015-08-31,Kaunas,A. Baranausko g. 33,IM208023,8023SN1,1,3612,4226,614
2015-12-16,Kaunas,A. Baranausko g. 33,IM208023,8023SN1,1,4090,4852,762
2016-06-15,Kaunas,A. Baranausko g. 33,IM208023,8023SN1,1,4852,6005,1153
2016-12-15,Kaunas,A. Baranausko g. 33,IM208023,8023SN1,1,6005,7326,1321
2017-06-26,Kaunas,A. Baranausko g. 33,IM208023,8023SN1,1,7326,8672,1346
2017-06-28,Kaunas,A. Baranausko g. 33,IM208023,8023SN1,1,8672,8672,0
2017-12-15,Kaunas,A. Baranausko g. 33,IM208023,8023SN1,1,8672,9885,1213
2018-06-15,Kaunas,A. Baranausko g. 33,IM208023,8023SN1,1,9885,11234,1349
2018-12-13,Kaunas,A. Baranausko g. 33,IM208023,8023SN1,1,11234,12567,1333
2015-06-10,Kaunas,A. Baranausko g. 33,IM208023,OBJ00025541,9001,1441,1994,553
2015-08-31,Kaunas,A. Baranausko g. 33,IM208023,OBJ00025541,9001,1994,2188,194
2015-12-16,Kaunas,A. Baranausko g. 33,IM208023,OBJ00025541,9001,0,323,323
2016-06-15,Kaunas,A. Baranausko g. 33,IM208023,OBJ00025541,9001,323,951,628
2016-12-15,Kaunas,A. Baranausko g. 33,IM208023,OBJ00025541,9001,951,1540,589
2017-06-26,Kaunas,A. Baranausko g. 33,IM208023,OBJ00025541,9001,1540,2197,657
2017-06-28,Kaunas,A. Baranausko g. 33,IM208023,OBJ00025541,9001,2197,2197,0
2017-12-15,Kaunas,A. Baranausko g. 33,IM208023,OBJ00025541,9001,2197,2816,619
2018-06-15,Kaunas,A. Baranausko g. 33,IM208023,OBJ00025541,9001,2816,3432,616
2018-12-13,Kaunas,A. Baranausko g. 33,IM208023,OBJ00025541,9001,3432,3967,535
2015-05-18,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,6955,7822,867
2015-06-10,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,3596,3712,116
2015-08-26,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,3712,4097,385
2015-11-02,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,12714,12714,0
2015-11-02,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,12714,12714,0
2015-12-16,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,12714,13333,619
2016-01-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,13333,13581,248
2016-02-01,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,13581,13581,0
2016-02-01,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,13581,13581,0
2016-02-29,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,13581,13747,166
2016-03-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,13747,13912,165
2016-04-04,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,13912,13934,22
2016-04-30,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,24312,24447,135
2016-05-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,24447,24621,174
2016-06-30,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,24621,24772,151
2016-07-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,24772,24916,144
2016-08-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,24916,25066,150
2016-09-30,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,25066,25224,158
2016-10-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,25224,25412,188
2016-11-30,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,25412,25593,181
2016-12-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,25593,25769,176
2017-01-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,25769,25956,187
2017-02-28,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,25956,26124,168
2017-03-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,26124,26309,185
2017-04-30,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,26309,26524,215
2017-05-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,26524,26702,178
2017-06-30,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,26702,26891,189
2017-07-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,26891,27050,159
2017-08-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,27050,27219,169
2017-09-30,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,27219,27393,174
2017-10-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,27393,27570,177
2017-11-30,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,27570,27740,170
2017-12-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,27740,27940,200
2018-01-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,27940,28111,171
2018-02-28,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,28111,28269,158
2018-03-07,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,28269,28309,40
2018-03-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,11584,11708,124
2018-04-30,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,11708,11871,163
2018-05-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,11871,12040,169
2018-06-30,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,12040,12207,167
2018-07-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,12207,12376,169
2018-08-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,12376,12549,173
2018-09-30,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,12549,12741,192
2018-10-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,12741,12925,184
2018-11-30,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,12925,13104,179
2018-12-31,Kaunas,A. Baranausko g. 35,IM205052,5052SN1,7001,13104,13287,183
2015-06-10,Kaunas,A. Baranausko g. 5,IM205200,5200SN1,7001,19273,21528,2255
2015-12-09,Kaunas,A. Baranausko g. 5,IM205200,5200SN1,7001,21528,23701,2173
2016-03-08,Kaunas,A. Baranausko g. 5,IM205200,5200SN1,7001,23701,24819,1118
2016-06-09,Kaunas,A. Baranausko g. 5,IM205200,5200SN1,7001,21754,22806,1052
2016-12-16,Kaunas,A. Baranausko g. 5,IM205200,5200SN1,7001,22806,24847,2041
2017-06-09,Kaunas,A. Baranausko g. 5,IM205200,5200SN1,7001,24847,27099,2252
2017-12-15,Kaunas,A. Baranausko g. 5,IM205200,5200SN1,7001,27099,29213,2114
2018-02-12,Kaunas,A. Baranausko g. 5,IM205200,5200SN1,7001,29213,29991,778
2018-06-15,Kaunas,A. Baranausko g. 5,IM205200,5200SN1,7001,1,1424,1423
2018-12-13,Kaunas,A. Baranausko g. 5,IM205200,5200SN1,7001,1424,3492,2068
2015-06-01,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5049,5049,0
2015-06-30,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5049,5049,0
2015-07-31,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5049,5049,0
2015-08-31,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5049,5049,0
2015-09-30,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5049,5049,0
2015-10-31,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5049,5049,0
2015-11-30,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5049,5049,0
2015-12-10,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5049,5076,27
2015-12-31,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5076,5076,0
2016-01-31,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5076,5076,0
2016-02-29,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5076,5076,0
2016-03-31,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5076,5095,19
2016-04-30,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5095,5128,33
2016-05-19,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5128,5167,39
2016-05-31,Kaunas,A. Baranausko g. 7,IM201502,OBJ00028061,1,5167,5167,0
2016-06-30,Kaunas,A. Baranausko g. 7,IM206002,OBJ00028061,1,5167,5201,34
2016-12-16,Kaunas,A. Baranausko g. 7,IM206002,OBJ00028061,1,5201,5333,132
2017-06-09,Kaunas,A. Baranausko g. 7,IM206002,OBJ00028061,1,5333,5498,165
2017-12-22,Kaunas,A. Baranausko g. 7,IM206002,OBJ00028061,1,5498,5599,101
2018-06-15,Kaunas,A. Baranausko g. 7,IM206002,OBJ00028061,1,5599,5842,243
2018-12-13,Kaunas,A. Baranausko g. 7,IM206002,OBJ00028061,1,5842,6013,171
2015-06-18,Kaunas,A. Fromo-Gužučio g. 19,IM206007,6007SN174,174,1287,1637,350
2015-12-15,Kaunas,A. Fromo-Gužučio g. 19,IM206007,6007SN174,174,1637,2028,391
2016-06-21,Kaunas,A. Fromo-Gužučio g. 19,IM206007,6007SN174,174,2028,2333,305
2016-12-19,Kaunas,A. Fromo-Gužučio g. 19,IM206007,6007SN174,174,2333,2638,305
2017-06-29,Kaunas,A. Fromo-Gužučio g. 19,IM206007,6007SN174,174,2638,2943,305
2017-12-13,Kaunas,A. Fromo-Gužučio g. 19,IM206007,6007SN174,174,2943,3249,306
2018-06-13,Kaunas,A. Fromo-Gužučio g. 19,IM206007,6007SN174,174,3249,3554,305
2018-12-13,Kaunas,A. Fromo-Gužučio g. 19,IM206007,6007SN174,174,3554,3859,305
2015-01-14,Kaunas,A. Fromo-Gužučio g. 21,IM206007,6007SN175,175,10055,10130,75
2015-06-19,Kaunas,A. Fromo-Gužučio g. 21,IM206007,6007SN175,175,30335,30588,253
2015-12-15,Kaunas,A. Fromo-Gužučio g. 21,IM206007,6007SN175,175,30588,30942,354
2016-06-21,Kaunas,A. Fromo-Gužučio g. 21,IM206007,6007SN175,175,30942,31267,325
2016-12-19,Kaunas,A. Fromo-Gužučio g. 21,IM206007,6007SN175,175,31267,31561,294
2017-06-14,Kaunas,A. Fromo-Gužučio g. 21,IM206007,6007SN175,175,31561,31851,290
2017-12-13,Kaunas,A. Fromo-Gužučio g. 21,IM206007,6007SN175,175,31851,32143,292
2018-06-13,Kaunas,A. Fromo-Gužučio g. 21,IM206007,6007SN175,175,32143,32439,296
2018-12-13,Kaunas,A. Fromo-Gužučio g. 21,IM206007,6007SN175,175,32439,32797,358
2015-06-19,Kaunas,A. Fromo-Gužučio g. 23,IM206007,OBJ00016483,182,132,238,106
2015-12-15,Kaunas,A. Fromo-Gužučio g. 23,IM206007,OBJ00016483,182,238,343,105
2016-06-21,Kaunas,A. Fromo-Gužučio g. 23,IM206007,OBJ00016483,182,343,454,111
2016-12-19,Kaunas,A. Fromo-Gužučio g. 23,IM206007,OBJ00016483,182,454,565,111
2017-06-14,Kaunas,A. Fromo-Gužučio g. 23,IM206007,OBJ00016483,182,565,668,103
2017-12-13,Kaunas,A. Fromo-Gužučio g. 23,IM206007,OBJ00016483,182,668,776,108
2018-06-13,Kaunas,A. Fromo-Gužučio g. 23,IM206007,OBJ00016483,182,776,876,100
2018-12-13,Kaunas,A. Fromo-Gužučio g. 23,IM206007,OBJ00016483,182,876,1013,137
2015-06-19,Kaunas,A. Fromo-Gužučio g. 24,IM206007,6007SN176,176,22903,24626,1723
2015-12-15,Kaunas,A. Fromo-Gužučio g. 24,IM206007,6007SN176,176,24626,26416,1790
2016-06-21,Kaunas,A. Fromo-Gužučio g. 24,IM206007,6007SN176,176,26416,28241,1825
2016-12-19,Kaunas,A. Fromo-Gužučio g. 24,IM206007,6007SN176,176,28241,29960,1719
2017-04-25,Kaunas,A. Fromo-Gužučio g. 24,IM206007,6007SN176,176,29960,31255,1295
2017-06-14,Kaunas,A. Fromo-Gužučio g. 24,IM206007,6007SN176,176,1,493,492
2017-12-13,Kaunas,A. Fromo-Gužučio g. 24,IM206007,6007SN176,176,493,2255,1762
2018-06-13,Kaunas,A. Fromo-Gužučio g. 24,IM206007,6007SN176,176,2255,3973,1718
2018-12-13,Kaunas,A. Fromo-Gužučio g. 24,IM206007,6007SN176,176,3973,5664,1691
2015-06-15,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,6009SN62,62,47362,48878,1516
2015-12-18,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,6009SN62,62,48878,50291,1413
2016-06-23,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,6009SN62,62,50291,51873,1582
2016-12-09,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,6009SN62,62,51873,53212,1339
2017-06-19,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,6009SN62,62,53212,54672,1460
2017-12-14,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,6009SN62,62,54672,56300,1628
2018-06-21,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,6009SN62,62,56300,57851,1551
2018-12-13,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,6009SN62,62,57851,59322,1471
2015-06-11,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,OBJ00018169,9062,6982,7657,675
2015-12-18,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,OBJ00018169,9062,7657,8268,611
2016-06-23,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,OBJ00018169,9062,8268,9000,732
2016-12-09,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,OBJ00018169,9062,9000,9592,592
2017-06-19,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,OBJ00018169,9062,9592,10254,662
2017-12-14,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,OBJ00018169,9062,10254,10835,581
2018-06-21,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,OBJ00018169,9062,10835,11427,592
2018-12-13,Kaunas,A. ir J. Gravrogkų g. 1,IM016009,OBJ00018169,9062,11427,11973,546
2015-06-11,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,6009SN66,66,43271,45149,1878
2015-12-11,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,6009SN66,66,45149,46920,1771
2016-06-28,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,6009SN66,66,46920,48913,1993
2016-12-12,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,6009SN66,66,48913,50438,1525
2017-06-26,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,6009SN66,66,50438,52209,1771
2017-12-18,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,6009SN66,66,52209,53857,1648
2018-06-21,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,6009SN66,66,53857,55566,1709
2018-12-13,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,6009SN66,66,55566,57460,1894
2015-06-22,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,OBJ00018583,9066,4395,5361,966
2015-12-11,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,OBJ00018583,9066,5361,6112,751
2016-06-28,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,OBJ00018583,9066,6112,6954,842
2016-12-12,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,OBJ00018583,9066,6954,7627,673
2017-06-26,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,OBJ00018583,9066,7627,8384,757
2017-12-18,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,OBJ00018583,9066,8384,9099,715
2018-06-21,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,OBJ00018583,9066,9099,9835,736
2018-12-13,Kaunas,A. ir J. Gravrogkų g. 15,IM016009,OBJ00018583,9066,9835,10507,672
2015-06-22,Kaunas,A. ir J. Gravrogkų g. 17,IM016386,6386SN107,107,29343,33330,3987
2015-12-11,Kaunas,A. ir J. Gravrogkų g. 17,IM016386,6386SN107,107,33330,36438,3108
2016-04-20,Kaunas,A. ir J. Gravrogkų g. 17,IM016386,6386SN107,107,36438,38964,2526
2016-06-28,Kaunas,A. ir J. Gravrogkų g. 17,IM016386,6386SN107,107,38964,39803,839
2016-12-12,Kaunas,A. ir J. Gravrogkų g. 17,IM016455,6386SN107,107,39803,43887,4084
2017-06-26,Kaunas,A. ir J. Gravrogkų g. 17,IM016455,6386SN107,107,43887,47406,3519
2017-12-18,Kaunas,A. ir J. Gravrogkų g. 17,IM016455,6386SN107,107,47406,51681,4275
2018-06-21,Kaunas,A. ir J. Gravrogkų g. 17,IM016455,6386SN107,107,51681,55147,3466
2018-12-13,Kaunas,A. ir J. Gravrogkų g. 17,IM016455,6386SN107,107,55147,58969,3822
2015-06-11,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,6009SN63,63,2141,3935,1794
2015-12-18,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,6009SN63,63,3935,5681,1746
2016-06-23,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,6009SN63,63,5681,7624,1943
2016-12-09,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,6009SN63,63,7624,9179,1555
2017-06-19,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,6009SN63,63,9179,10996,1817
2017-12-14,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,6009SN63,63,10996,12602,1606
2018-06-21,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,6009SN63,63,12602,14471,1869
2018-12-14,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,6009SN63,63,14471,16053,1582
2015-06-11,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,OBJ00018190,9063,24171,25041,870
2015-12-18,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,OBJ00018190,9063,25041,25771,730
2016-06-23,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,OBJ00018190,9063,25771,26633,862
2016-12-09,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,OBJ00018190,9063,26633,27254,621
2017-06-19,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,OBJ00018190,9063,27254,28027,773
2017-12-14,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,OBJ00018190,9063,28027,28704,677
2018-05-15,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,OBJ00018190,9063,28704,29261,557
2018-06-21,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,OBJ00018190,9063,0,105,105
2018-12-14,Kaunas,A. ir J. Gravrogkų g. 3,IM016009,OBJ00018190,9063,105,880,775
2015-06-11,Kaunas,A. ir J. Gravrogkų g. 5,IM016009,6009SN64,64,658,1170,512
2015-12-18,Kaunas,A. ir J. Gravrogkų g. 5,IM016009,6009SN64,64,1170,1668,498
2016-06-23,Kaunas,A. ir J. Gravrogkų g. 5,IM016009,6009SN64,64,1668,2235,567
2016-12-12,Kaunas,A. ir J. Gravrogkų g. 5,IM016009,6009SN64,64,2235,2735,500
2017-06-19,Kaunas,A. ir J. Gravrogkų g. 5,IM016009,6009SN64,64,2735,3306,571
2017-12-14,Kaunas,A. ir J. Gravrogkų g. 5,IM016009,6009SN64,64,3306,3801,495
