Data,Miestas,Adresas,Mokėtojo Nr.,Objekto Nr.,Apskaitos taško Nr.,R_Nuo,R_iki,Kiekis
2015-06-17,Kaunas,Pagėgių g. 26B,IM206007,OBJ00018368,9205,451,841,390
2015-09-11,Kaunas,Pagėgių g. 26B,IM206007,OBJ00018368,9205,841,981,140
2015-12-16,Kaunas,Pagėgių g. 26B,IM206007,OBJ00018368,9205,0,172,172
2016-06-20,Kaunas,Pagėgių g. 26B,IM206007,OBJ00018368,9205,172,550,378
2016-12-19,Kaunas,Pagėgių g. 26B,IM206007,OBJ00018368,9205,550,848,298
2017-06-14,Kaunas,Pagėgių g. 26B,IM206007,OBJ00018368,9205,848,1201,353
2017-12-14,Kaunas,Pagėgių g. 26B,IM206007,OBJ00018368,9205,1201,1558,357
2018-06-13,Kaunas,Pagėgių g. 26B,IM206007,OBJ00018368,9205,1558,1943,385
2018-08-09,Kaunas,Pagėgių g. 26B,IM206007,OBJ00018368,9205,1943,2035,92
2018-12-17,Kaunas,Pagėgių g. 26B,IM206007,OBJ00018368,9205,0,236,236
2015-06-11,Kaunas,Pakraščio g. 2,IM046010,6010SN23,23,2767,4395,1628
2015-11-01,Kaunas,Pakraščio g. 2,IM046010,6010SN23,23,4395,5621,1226
2015-12-17,Kaunas,Pakraščio g. 2,IM046010,6010SN23,23,5621,6051,430
2016-06-10,Kaunas,Pakraščio g. 2,IM046010,6010SN23,23,6051,7691,1640
2016-12-13,Kaunas,Pakraščio g. 2,IM046010,6010SN23,23,7691,9195,1504
2017-06-14,Kaunas,Pakraščio g. 2,IM046010,6010SN23,23,9195,10927,1732
2017-12-08,Kaunas,Pakraščio g. 2,IM046010,6010SN23,23,10927,12538,1611
2018-06-25,Kaunas,Pakraščio g. 2,IM046010,6010SN23,23,12538,14188,1650
2018-12-06,Kaunas,Pakraščio g. 2,IM046010,6010SN23,23,14188,15781,1593
2015-06-11,Kaunas,Pakraščio g. 2,IM046010,OBJ00022810,9023,1063,1721,658
2015-12-17,Kaunas,Pakraščio g. 2,IM046010,OBJ00022810,9023,1721,2280,559
2016-06-10,Kaunas,Pakraščio g. 2,IM046010,OBJ00022810,9023,2280,2761,481
2016-12-13,Kaunas,Pakraščio g. 2,IM046010,OBJ00022810,9023,2761,3630,869
2017-06-14,Kaunas,Pakraščio g. 2,IM046010,OBJ00022810,9023,3630,4393,763
2017-12-08,Kaunas,Pakraščio g. 2,IM046010,OBJ00022810,9023,4393,5024,631
2018-06-25,Kaunas,Pakraščio g. 2,IM046010,OBJ00022810,9023,5024,5724,700
2018-12-06,Kaunas,Pakraščio g. 2,IM046010,OBJ00022810,9023,5724,6404,680
2015-06-15,Kaunas,Pakraščio g. 22,IM086010,6010SN25,25,8477,10546,2069
2015-12-17,Kaunas,Pakraščio g. 22,IM086010,6010SN25,25,10546,12558,2012
2016-06-23,Kaunas,Pakraščio g. 22,IM086010,6010SN25,25,12558,14694,2136
2016-12-21,Kaunas,Pakraščio g. 22,IM086010,6010SN25,25,14694,16622,1928
2017-04-18,Kaunas,Pakraščio g. 22,IM086010,6010SN25,25,16622,18350,1728
2017-06-26,Kaunas,Pakraščio g. 22,IM086010,6010SN25,25,1,705,704
2017-12-18,Kaunas,Pakraščio g. 22,IM086010,6010SN25,25,705,2569,1864
2018-06-19,Kaunas,Pakraščio g. 22,IM086010,6010SN25,25,2569,4677,2108
2018-12-21,Kaunas,Pakraščio g. 22,IM086010,6010SN25,25,4677,6574,1897
2015-06-15,Kaunas,Pakraščio g. 22,IM086010,OBJ00022808,9025,1138,1922,784
2015-12-17,Kaunas,Pakraščio g. 22,IM086010,OBJ00022808,9025,1922,2597,675
2016-06-23,Kaunas,Pakraščio g. 22,IM086010,OBJ00022808,9025,2597,3371,774
2016-12-21,Kaunas,Pakraščio g. 22,IM086010,OBJ00022808,9025,3371,4047,676
2017-04-18,Kaunas,Pakraščio g. 22,IM086010,OBJ00022808,9025,4047,4637,590
2017-06-22,Kaunas,Pakraščio g. 22,IM086010,OBJ00022808,9025,0,167,167
2017-12-14,Kaunas,Pakraščio g. 22,IM086010,OBJ00022808,9025,167,925,758
2018-06-19,Kaunas,Pakraščio g. 22,IM086010,OBJ00022808,9025,925,1704,779
2018-12-21,Kaunas,Pakraščio g. 22,IM086010,OBJ00022808,9025,1704,2480,776
2015-06-11,Kaunas,Pakraščio g. 4,IM046010,6010SN24,24,6301,7611,1310
2015-06-11,Kaunas,Pakraščio g. 4,IM046010,OBJ00022809,9024,971,1602,631
2015-12-17,Kaunas,Pakraščio g. 4,IM208961,6010SN24,24,7611,8867,1256
2016-01-01,Kaunas,Pakraščio g. 4,IM208961,6010SN24,24,8867,8958,91
2016-01-28,Kaunas,Pakraščio g. 4,IM208961,6010SN24,24,8958,9263,305
2016-06-10,Kaunas,Pakraščio g. 4,IM208961,6010SN24,24,1,831,830
2016-12-13,Kaunas,Pakraščio g. 4,IM208961,6010SN24,24,831,1887,1056
2017-06-14,Kaunas,Pakraščio g. 4,IM208961,6010SN24,24,1887,3131,1244
2017-12-08,Kaunas,Pakraščio g. 4,IM208961,6010SN24,24,3131,4203,1072
2018-02-19,Kaunas,Pakraščio g. 4,IM208961,6010SN24,24,4203,4697,494
2018-06-25,Kaunas,Pakraščio g. 4,IM208961,6010SN24,24,1,731,730
2018-12-06,Kaunas,Pakraščio g. 4,IM208961,6010SN24,24,731,1740,1009
2015-12-17,Kaunas,Pakraščio g. 4,IM208961,OBJ00022809,9024,1602,2122,520
2016-01-28,Kaunas,Pakraščio g. 4,IM208961,OBJ00022809,9024,2122,2311,189
2016-05-18,Kaunas,Pakraščio g. 4,IM208961,OBJ00022809,9024,0,337,337
2016-05-19,Kaunas,Pakraščio g. 4,IM208961,OBJ00022809,9024,1,3,2
2016-06-10,Kaunas,Pakraščio g. 4,IM208961,OBJ00022809,9024,0,44,44
2016-06-16,Kaunas,Pakraščio g. 4,IM208961,OBJ00022809,9024,44,58,14
2016-12-13,Kaunas,Pakraščio g. 4,IM208961,OBJ00022809,9024,1,435,434
2017-06-19,Kaunas,Pakraščio g. 4,IM208961,OBJ00022809,9024,435,949,514
2017-12-08,Kaunas,Pakraščio g. 4,IM208961,OBJ00022809,9024,949,1358,409
2018-06-25,Kaunas,Pakraščio g. 4,IM208961,OBJ00022809,9024,1358,1808,450
2018-12-06,Kaunas,Pakraščio g. 4,IM208961,OBJ00022809,9024,1808,2236,428
2015-06-12,Kaunas,Pakraščio g. 43,IM036010,6010SN26,26,2159,3156,997
2015-12-30,Kaunas,Pakraščio g. 43,IM036010,6010SN26,26,3156,4247,1091
2016-06-30,Kaunas,Pakraščio g. 43,IM036010,6010SN26,26,4247,5477,1230
2016-12-22,Kaunas,Pakraščio g. 43,IM036010,6010SN26,26,5477,6590,1113
2017-06-28,Kaunas,Pakraščio g. 43,IM036010,6010SN26,26,6590,7735,1145
2017-12-19,Kaunas,Pakraščio g. 43,IM036010,6010SN26,26,7735,9136,1401
2018-06-20,Kaunas,Pakraščio g. 43,IM036010,6010SN26,26,9136,10480,1344
2018-12-17,Kaunas,Pakraščio g. 43,IM036010,6010SN26,26,10480,11565,1085
2015-06-12,Kaunas,Pakraščio g. 43,IM036010,OBJ00022986,9026,798,1161,363
2015-12-30,Kaunas,Pakraščio g. 43,IM036010,OBJ00022986,9026,1161,1581,420
2016-06-30,Kaunas,Pakraščio g. 43,IM036010,OBJ00022986,9026,1581,1968,387
2016-12-22,Kaunas,Pakraščio g. 43,IM036010,OBJ00022986,9026,1968,2373,405
2017-06-28,Kaunas,Pakraščio g. 43,IM036010,OBJ00022986,9026,2373,2777,404
2017-12-22,Kaunas,Pakraščio g. 43,IM036010,OBJ00022986,9026,2777,3216,439
2018-06-20,Kaunas,Pakraščio g. 43,IM036010,OBJ00022986,9026,3216,3640,424
2018-12-17,Kaunas,Pakraščio g. 43,IM036010,OBJ00022986,9026,3640,4029,389
2015-06-12,Kaunas,Pakraščio g. 45,IM205202,5202SN2,2,3264,4828,1564
2015-12-30,Kaunas,Pakraščio g. 45,IM205202,5202SN2,2,4828,6964,2136
2016-06-30,Kaunas,Pakraščio g. 45,IM205202,5202SN2,2,6964,8467,1503
2016-12-22,Kaunas,Pakraščio g. 45,IM205202,5202SN2,2,8467,10249,1782
2017-06-28,Kaunas,Pakraščio g. 45,IM205202,5202SN2,2,10249,11934,1685
2017-12-22,Kaunas,Pakraščio g. 45,IM205202,5202SN2,2,11934,13643,1709
2018-06-20,Kaunas,Pakraščio g. 45,IM205202,5202SN2,2,13643,15173,1530
2018-12-17,Kaunas,Pakraščio g. 45,IM205202,5202SN2,2,15173,16774,1601
2018-12-17,Kaunas,Palangos g. 14,IM208660,6006SN249,249,124,154,30
2016-03-02,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2016-03-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2016-04-30,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2016-05-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2016-06-30,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2016-07-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2016-08-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2016-09-30,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2016-10-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2016-11-14,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2016-11-30,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2016-12-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2017-01-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2017-02-28,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2017-03-13,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2017-03-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2017-04-30,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2017-05-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2017-06-30,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2017-07-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2017-08-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,0,0
2017-09-13,Kaunas,Palangos g. 14,IM209163,6006SN249,249,0,111,111
2017-09-18,Kaunas,Palangos g. 14,IM209163,6006SN249,249,111,111,0
2017-09-30,Kaunas,Palangos g. 14,IM209163,6006SN249,249,111,111,0
2017-10-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,111,111,0
2017-11-30,Kaunas,Palangos g. 14,IM209163,6006SN249,249,111,121,10
2017-12-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,121,121,0
2018-01-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,116,116,0
2018-02-28,Kaunas,Palangos g. 14,IM209163,6006SN249,249,116,116,0
2018-03-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,116,116,0
2018-04-30,Kaunas,Palangos g. 14,IM209163,6006SN249,249,116,116,0
2018-05-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,116,116,0
2018-06-30,Kaunas,Palangos g. 14,IM209163,6006SN249,249,116,116,0
2018-07-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,116,116,0
2018-08-23,Kaunas,Palangos g. 14,IM209163,6006SN249,249,116,124,8
2018-08-31,Kaunas,Palangos g. 14,IM209163,6006SN249,249,124,124,0
2018-12-17,Kaunas,Palangos g. 16,IM208660,6006SN456,456,432,613,181
2016-03-07,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2016-03-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2016-04-30,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2016-05-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2016-06-30,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2016-07-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2016-08-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2016-09-30,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2016-10-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2016-11-14,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2016-11-30,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2016-12-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2017-01-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2017-02-28,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2017-03-13,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2017-03-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2017-04-30,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2017-05-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2017-06-30,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2017-07-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2017-08-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,0,0
2017-09-13,Kaunas,Palangos g. 16,IM209163,6006SN456,456,0,94,94
2017-09-30,Kaunas,Palangos g. 16,IM209163,6006SN456,456,94,94,0
2017-10-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,94,94,0
2017-11-30,Kaunas,Palangos g. 16,IM209163,6006SN456,456,94,94,0
2017-12-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,94,134,40
2018-01-11,Kaunas,Palangos g. 16,IM209163,6006SN456,456,134,201,67
2018-01-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,201,201,0
2018-02-28,Kaunas,Palangos g. 16,IM209163,6006SN456,456,201,201,0
2018-03-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,201,201,0
2018-03-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,201,230,29
2018-04-30,Kaunas,Palangos g. 16,IM209163,6006SN456,456,230,250,20
2018-05-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,250,269,19
2018-06-30,Kaunas,Palangos g. 16,IM209163,6006SN456,456,269,303,34
2018-07-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,303,330,27
2018-08-23,Kaunas,Palangos g. 16,IM209163,6006SN456,456,330,432,102
2018-08-31,Kaunas,Palangos g. 16,IM209163,6006SN456,456,432,432,0
2015-06-25,Kaunas,Palangos g. 18,IM206006,6006SN250,250,308,518,210
2015-12-22,Kaunas,Palangos g. 18,IM206006,6006SN250,250,518,604,86
2016-06-30,Kaunas,Palangos g. 18,IM206006,6006SN250,250,604,753,149
2016-12-28,Kaunas,Palangos g. 18,IM206006,6006SN250,250,753,901,148
2017-06-28,Kaunas,Palangos g. 18,IM206006,6006SN250,250,901,1242,341
2017-12-22,Kaunas,Palangos g. 18,IM206006,6006SN250,250,1242,1452,210
2018-06-20,Kaunas,Palangos g. 18,IM206006,6006SN250,250,1452,1666,214
2018-12-19,Kaunas,Palangos g. 18,IM206006,6006SN250,250,1666,1895,229
2015-06-12,Kaunas,Palangos g. 20,IM206006,OBJ00022911,9251,20200,20630,430
2015-12-22,Kaunas,Palangos g. 20,IM206006,OBJ00022911,9251,20630,20988,358
2016-06-30,Kaunas,Palangos g. 20,IM206006,OBJ00022911,9251,20988,21392,404
2016-12-29,Kaunas,Palangos g. 20,IM206006,OBJ00022911,9251,21392,21752,360
2017-06-28,Kaunas,Palangos g. 20,IM206006,OBJ00022911,9251,21752,22110,358
2017-12-22,Kaunas,Palangos g. 20,IM206006,OBJ00022911,9251,22110,22480,370
2018-06-20,Kaunas,Palangos g. 20,IM206006,OBJ00022911,9251,22480,22810,330
2018-12-19,Kaunas,Palangos g. 20,IM206006,OBJ00022911,9251,22810,23173,363
2015-06-12,Kaunas,Palangos g. 20,IM208861,6006SN251,251,6717,7667,950
2015-12-22,Kaunas,Palangos g. 20,IM208861,6006SN251,251,7667,8486,819
2016-06-30,Kaunas,Palangos g. 20,IM208861,6006SN251,251,8486,9325,839
2016-12-28,Kaunas,Palangos g. 20,IM208861,6006SN251,251,9325,10202,877
2017-06-28,Kaunas,Palangos g. 20,IM208861,6006SN251,251,10202,11017,815
2017-12-22,Kaunas,Palangos g. 20,IM208861,6006SN251,251,11017,11860,843
2018-06-20,Kaunas,Palangos g. 20,IM208861,6006SN251,251,11860,12560,700
2018-12-19,Kaunas,Palangos g. 20,IM208861,6006SN251,251,12560,13498,938
2018-11-28,Kaunas,Palangos g. 8,IM026006,6006SN247,247,1836,2012,176
2018-12-17,Kaunas,Palangos g. 8,IM026006,6006SN247,247,0,1,1
2015-06-25,Kaunas,Palangos g. 8,IM206006,6006SN247,247,392,650,258
2015-12-22,Kaunas,Palangos g. 8,IM206006,6006SN247,247,650,770,120
2016-06-30,Kaunas,Palangos g. 8,IM206006,6006SN247,247,770,939,169
2016-12-28,Kaunas,Palangos g. 8,IM206006,6006SN247,247,939,1178,239
2017-06-28,Kaunas,Palangos g. 8,IM206006,6006SN247,247,1178,1389,211
2017-12-22,Kaunas,Palangos g. 8,IM206006,6006SN247,247,1389,1625,236
2018-06-20,Kaunas,Palangos g. 8,IM206006,6006SN247,247,1625,1836,211
2015-06-08,Kaunas,Pamario g. 9,IM206009,6009SN38,38,290,492,202
2015-12-05,Kaunas,Pamario g. 9,IM206009,6009SN38,38,492,703,211
2016-06-10,Kaunas,Pamario g. 9,IM206009,6009SN38,38,703,903,200
2016-12-08,Kaunas,Pamario g. 9,IM206009,6009SN38,38,903,1087,184
2017-06-12,Kaunas,Pamario g. 9,IM206009,6009SN38,38,1087,1262,175
2017-12-07,Kaunas,Pamario g. 9,IM206009,6009SN38,38,1262,1436,174
2018-06-06,Kaunas,Pamario g. 9,IM206009,6009SN38,38,1436,1595,159
2018-12-06,Kaunas,Pamario g. 9,IM206009,6009SN38,38,1595,1759,164
2015-06-19,Kaunas,Panerių g. 11,IM086007,6007SN83,83,3445,3480,35
2015-12-03,Kaunas,Panerių g. 11,IM086007,6007SN83,83,3480,3574,94
2016-06-28,Kaunas,Panerių g. 11,IM086007,6007SN83,83,3574,3604,30
2016-12-13,Kaunas,Panerių g. 11,IM086007,6007SN83,83,3604,3678,74
2017-06-07,Kaunas,Panerių g. 11,IM086007,6007SN83,83,3678,3758,80
2017-12-14,Kaunas,Panerių g. 11,IM086007,6007SN83,83,3758,3788,30
2018-06-14,Kaunas,Panerių g. 11,IM086007,6007SN83,83,3788,3850,62
2018-12-18,Kaunas,Panerių g. 11,IM086007,6007SN83,83,3850,3907,57
2015-06-26,Kaunas,Panerių g. 116,IM206007,6007SN94,94,6474,6611,137
2015-12-17,Kaunas,Panerių g. 116,IM206007,6007SN94,94,6611,6742,131
2016-06-23,Kaunas,Panerių g. 116,IM206007,6007SN94,94,6742,6876,134
2016-12-19,Kaunas,Panerių g. 116,IM206007,6007SN94,94,6876,7010,134
2017-06-14,Kaunas,Panerių g. 116,IM206007,6007SN94,94,7010,7146,136
2017-12-14,Kaunas,Panerių g. 116,IM206007,6007SN94,94,7146,7310,164
2018-06-13,Kaunas,Panerių g. 116,IM206007,6007SN94,94,7310,7442,132
2018-12-17,Kaunas,Panerių g. 116,IM206007,6007SN94,94,7442,7601,159
2015-06-16,Kaunas,Panerių g. 15,IM086007,6007SN84,84,125,198,73
2015-09-04,Kaunas,Panerių g. 15,IM086007,6007SN84,84,198,227,29
2015-12-15,Kaunas,Panerių g. 15,IM086007,6007SN84,84,0,23,23
2016-06-29,Kaunas,Panerių g. 15,IM086007,6007SN84,84,23,83,60
2016-12-13,Kaunas,Panerių g. 15,IM086007,6007SN84,84,83,155,72
2017-06-07,Kaunas,Panerių g. 15,IM086007,6007SN84,84,155,231,76
2017-12-19,Kaunas,Panerių g. 15,IM086007,6007SN84,84,231,322,91
2018-06-14,Kaunas,Panerių g. 15,IM086007,6007SN84,84,322,388,66
2018-08-13,Kaunas,Panerių g. 15,IM086007,6007SN84,84,388,418,30
2018-12-11,Kaunas,Panerių g. 15,IM086007,6007SN84,84,0,63,63
2015-06-11,Kaunas,Panerių g. 204,IM206007,6007SN159,159,21904,22071,167
2015-06-26,Kaunas,Panerių g. 204,IM206007,6007SN159,159,1,2,1
2015-12-17,Kaunas,Panerių g. 204,IM206007,6007SN159,159,2,196,194
2016-06-23,Kaunas,Panerių g. 204,IM206007,6007SN159,159,196,377,181
2016-12-19,Kaunas,Panerių g. 204,IM206007,6007SN159,159,377,569,192
2017-05-19,Kaunas,Panerių g. 204,IM206007,6007SN159,159,569,715,146
2017-06-14,Kaunas,Panerių g. 204,IM206007,6007SN159,159,1,17,16
2017-12-14,Kaunas,Panerių g. 204,IM206007,6007SN159,159,17,189,172
2018-06-13,Kaunas,Panerių g. 204,IM206007,6007SN159,159,189,336,147
2018-12-17,Kaunas,Panerių g. 204,IM206007,6007SN159,159,336,479,143
2015-06-29,Kaunas,Panerių g. 206,IM206007,6007SN160,160,21955,22145,190
2015-12-15,Kaunas,Panerių g. 206,IM206007,6007SN160,160,22145,22336,191
2016-06-23,Kaunas,Panerių g. 206,IM206007,6007SN160,160,22336,22548,212
2016-12-19,Kaunas,Panerių g. 206,IM206007,6007SN160,160,22548,22752,204
2017-06-14,Kaunas,Panerių g. 206,IM206007,6007SN160,160,22752,22979,227
2017-12-14,Kaunas,Panerių g. 206,IM206007,6007SN160,160,22979,23220,241
2018-06-13,Kaunas,Panerių g. 206,IM206007,6007SN160,160,23220,23435,215
2018-12-17,Kaunas,Panerių g. 206,IM206007,6007SN160,160,23435,23699,264
2015-06-29,Kaunas,Panerių g. 206,IM206007,OBJ00018674,9160,185,312,127
2015-12-15,Kaunas,Panerių g. 206,IM206007,OBJ00018674,9160,312,406,94
2016-06-23,Kaunas,Panerių g. 206,IM206007,OBJ00018674,9160,406,513,107
2016-12-19,Kaunas,Panerių g. 206,IM206007,OBJ00018674,9160,513,597,84
2017-06-14,Kaunas,Panerių g. 206,IM206007,OBJ00018674,9160,597,699,102
2017-12-14,Kaunas,Panerių g. 206,IM206007,OBJ00018674,9160,699,794,95
2018-06-13,Kaunas,Panerių g. 206,IM206007,OBJ00018674,9160,794,893,99
2018-12-20,Kaunas,Panerių g. 206,IM206007,OBJ00018674,9160,893,988,95
2015-06-15,Kaunas,Panerių g. 55,IM086007,6007SN85,85,3551,4551,1000
2015-06-16,Kaunas,Panerių g. 55,IM086007,6007SN85,85,4551,4551,0
2015-12-22,Kaunas,Panerių g. 55,IM086007,6007SN85,85,4551,5550,999
2016-06-29,Kaunas,Panerių g. 55,IM086007,6007SN85,85,5550,6501,951
2016-12-13,Kaunas,Panerių g. 55,IM086007,6007SN85,85,6501,7462,961
2017-06-07,Kaunas,Panerių g. 55,IM086007,6007SN85,85,7462,8344,882
2017-10-05,Kaunas,Panerių g. 55,IM086007,6007SN85,85,8344,8927,583
2017-12-14,Kaunas,Panerių g. 55,IM086007,6007SN85,85,8927,9241,314
2018-06-14,Kaunas,Panerių g. 55,IM086007,6007SN85,85,9241,10192,951
2018-12-11,Kaunas,Panerių g. 55,IM086007,6007SN85,85,10192,11015,823
2015-06-15,Kaunas,Panerių g. 55,IM086007,OBJ00018620,9085,15622,16000,378
2015-12-22,Kaunas,Panerių g. 55,IM086007,OBJ00018620,9085,16000,16394,394
2016-06-15,Kaunas,Panerių g. 55,IM086007,OBJ00018620,9085,16394,16786,392
2016-12-13,Kaunas,Panerių g. 55,IM086007,OBJ00018620,9085,16786,17781,995
2017-10-05,Kaunas,Panerių g. 55,IM086007,OBJ00018620,9085,17597,17837,240
2017-12-14,Kaunas,Panerių g. 55,IM086007,OBJ00018620,9085,17837,17977,140
2018-06-14,Kaunas,Panerių g. 55,IM086007,OBJ00018620,9085,17977,18416,439
2018-12-03,Kaunas,Panerių g. 55,IM086007,OBJ00018620,9085,18416,18765,349
2015-06-19,Kaunas,Panerių g. 74,IM206007,6007SN89,89,470,708,238
2015-12-15,Kaunas,Panerių g. 74,IM206007,6007SN89,89,708,974,266
2016-06-20,Kaunas,Panerių g. 74,IM206007,6007SN89,89,974,1231,257
2016-12-19,Kaunas,Panerių g. 74,IM206007,6007SN89,89,1231,1496,265
2017-06-14,Kaunas,Panerių g. 74,IM206007,6007SN89,89,1496,1763,267
2017-12-14,Kaunas,Panerių g. 74,IM206007,6007SN89,89,1763,2008,245
2018-06-13,Kaunas,Panerių g. 74,IM206007,6007SN89,89,2008,2277,269
2018-12-18,Kaunas,Panerių g. 74,IM206007,6007SN89,89,2277,2485,208
2016-10-10,Kaunas,Panerių g. 74,IM206007,OBJ00029964,9001,0,0,0
2016-12-19,Kaunas,Panerių g. 74,IM206007,OBJ00029964,9001,0,38,38
2017-06-14,Kaunas,Panerių g. 74,IM206007,OBJ00029964,9001,38,157,119
2017-12-14,Kaunas,Panerių g. 74,IM206007,OBJ00029964,9001,157,255,98
2018-06-13,Kaunas,Panerių g. 74,IM206007,OBJ00029964,9001,255,361,106
2018-11-29,Kaunas,Panerių g. 74,IM206007,OBJ00029964,9001,361,432,71
2018-12-18,Kaunas,Panerių g. 74,IM206007,OBJ00029964,9001,0,2,2
2015-06-19,Kaunas,Panerių g. 76,IM206007,6007SN90,90,1430,2252,822
2015-12-15,Kaunas,Panerių g. 76,IM206007,6007SN90,90,2252,3060,808
2016-06-20,Kaunas,Panerių g. 76,IM206007,6007SN90,90,3060,3908,848
2016-12-19,Kaunas,Panerių g. 76,IM206007,6007SN90,90,3908,4793,885
2017-06-14,Kaunas,Panerių g. 76,IM206007,6007SN90,90,4793,5701,908
2017-12-14,Kaunas,Panerių g. 76,IM206007,6007SN90,90,5701,6532,831
2018-06-13,Kaunas,Panerių g. 76,IM206007,6007SN90,90,6532,7418,886
2018-12-18,Kaunas,Panerių g. 76,IM206007,6007SN90,90,7418,8216,798
2015-06-19,Kaunas,Panerių g. 76,IM206007,OBJ00018603,9090,713,1122,409
2015-12-15,Kaunas,Panerių g. 76,IM206007,OBJ00018603,9090,1122,1490,368
2016-06-20,Kaunas,Panerių g. 76,IM206007,OBJ00018603,9090,1490,1885,395
2016-12-19,Kaunas,Panerių g. 76,IM206007,OBJ00018603,9090,1885,2257,372
2017-06-14,Kaunas,Panerių g. 76,IM206007,OBJ00018603,9090,2257,2681,424
2017-12-14,Kaunas,Panerių g. 76,IM206007,OBJ00018603,9090,2681,3047,366
2018-06-13,Kaunas,Panerių g. 76,IM206007,OBJ00018603,9090,3047,3464,417
2018-12-18,Kaunas,Panerių g. 76,IM206007,OBJ00018603,9090,3464,3789,325
2015-06-19,Kaunas,Panerių g. 78,IM206007,6007SN91,91,8183,9948,1765
2015-12-15,Kaunas,Panerių g. 78,IM206007,6007SN91,91,9948,11681,1733
2016-06-20,Kaunas,Panerių g. 78,IM206007,6007SN91,91,11681,13665,1984
2016-12-19,Kaunas,Panerių g. 78,IM206007,6007SN91,91,13665,15502,1837
2017-06-14,Kaunas,Panerių g. 78,IM206007,6007SN91,91,15502,17454,1952
2017-12-14,Kaunas,Panerių g. 78,IM206007,6007SN91,91,17454,19402,1948
2018-06-13,Kaunas,Panerių g. 78,IM206007,6007SN91,91,19402,21207,1805
2018-12-20,Kaunas,Panerių g. 78,IM206007,6007SN91,91,21207,22988,1781
2015-01-09,Kaunas,Panerių g. 78,IM206007,OBJ00018602,9091,5998,6116,118
2015-06-26,Kaunas,Panerių g. 78,IM206007,OBJ00018602,9091,2626,3186,560
